government,official_name,name,addr:postcode,addr:city,addr:place,addr:street,addr:housenumber,phone,fax,email,website
customs,Oddział Celny „Nabrzeże Bułgarskie” w Gdyni,Oddział Celny „Nabrzeże Bułgarskie”,81-184,Gdynia,,Energetyków,5,,+48 58 771 59 09,oc.321070@mf.gov.pl,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
tax,Delegatura UCS w Gdańsku,Delegatura UCS,80-730,Gdańsk,,Opłotki,1,+48 58 785 45 84,+48 58 785 46 09,znd1.pomorski.ucs@mf.gov.pl,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
customs,Oddział Celny „Opłotki” w Gdańsku,Oddział Celny „Opłotki”,80-730,Gdańsk,,Opłotki,1,,+48 58 785 46 18,oc.322010@mf.gov.pl,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
customs,Oddział Celny „Nabrzeże Wiślane” w Gdańsku,Oddział Celny „Nabrzeże Wiślane”,80-554,Gdańsk,,Śnieżna,1,+48 58 771 56 85,+48 58 768 94 13,oc.322020@mf.gov.pl,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
customs,Oddział Celny „Basen im. Władysława IV” w Gdańsku,Oddział Celny „Basen im. Władysława IV”,80-542,Gdańsk,,Przemysłowa,20,,+48 58 771 56 54,oc.322030@mf.gov.pl,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
customs,Oddział Celny Port Lotniczy Gdańsk-Rębiechowo,Oddział Celny Port Lotniczy Gdańsk-Rębiechowo,80-298,Gdańsk - Rębiechowo,,Słowackiego,200,,+48 58 341 72 64,oc.322050@mf.gov.pl,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
customs,Oddział Celny w Tczewie,Oddział Celny,83-110,Tczew,,Czatkowska,6,+48 58 764 49 00,+48 58 764 49 21,oc.322060@mf.gov.pl,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
customs,Oddział Celny w Kwidzynie,Oddział Celny,82-500,Kwidzyn,,Lotnicza,1,,+48 55 629 84 48,oc.322070@mf.gov.pl,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
customs,Oddział Celny „Terminal Kontenerowy” w Gdańsku,Oddział Celny „Terminal Kontenerowy”,80-601,Gdańsk,,Prof. Witolda Andruszkiewicza,5,,+48 58 796 54 02,oc.322080@mf.gov.pl,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
customs,Oddział Celny Pocztowy w Pruszczu Gdańskim,Oddział Celny Pocztowy,83-900,Pruszcz Gdański,,Handlowa,4,,+48 58 692 55 50,oc.322090@mf.gov.pl,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
tax,Delegatura UCS w Słupsku,Delegatura UCS,76-200,Słupsk,,Portowa,13B,+48 58 774 08 15,+48 58 774 08 17,znd3.pomorski.ucs@mf.gov.pl,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
customs,Oddział Celny w Słupsku,Oddział Celny,76-200,Słupsk,,Portowa,13B,+48 58 774 08 30,+48 58 774 08 17,oc.323010@mf.gov.pl,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
tax,Izba Administracji Skarbowej w Katowicach,Izba Administracji Skarbowej,40-022,Katowice,,Konstantego Damrota,25,+48 32 207 60 00,+48 32 207 60 10,kancelaria.ias.katowice@mf.gov.pl,www.slaskie.kas.gov.pl
tax,Urząd Skarbowy w Będzinie,Urząd Skarbowy,42-500,Będzin,,Józefa Retingera,1,,+48 32 762 77 06,sekretariat.us.bedzin@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-bedzinie
tax,Pierwszy Urząd Skarbowy w Bielsku-Białej,Pierwszy Urząd Skarbowy,43-300,Bielsko-Biała,,Teodora Sixta,17,+48 33 499 82 00,+48 33 499 82 21,sekretariat.1us.bielsko-biala@mf.gov.pl,www.slaskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-bielsko-bialej
tax,Drugi Urząd Skarbowy w Bielsku-Białej,Drugi Urząd Skarbowy,43-300,Bielsko-Biała,,Gen. Stanisława Maczka,73,+48 33 499 80 00,+48 33 499 81 00,sekretariat.2us.bielsko-biala@mf.gov.pl,www.slaskie.kas.gov.pl/drugi-urzad-skarbowy-w-bielsko-bialej
tax,Urząd Skarbowy w Bytomiu,Urząd Skarbowy,41-902,Bytom,,Wrocławska,92,,,sekretariat.us.bytom@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-bytomiu
tax,Urząd Skarbowy w Chorzowie,Urząd Skarbowy,41-506,Chorzów,,Armii Krajowej,5,+48 32 349 73 11,+48 32 246 47 43,sekretariat.us.chorzow@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-chorzowie
tax,Urząd Skarbowy w Cieszynie,Urząd Skarbowy,43-400,Cieszyn,,Ignacego Kraszewskiego,4,+48 33 852 63 00,+48 33 852 63 30,sekretariat.us.cieszyn@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-cieszynie
tax,Urząd Skarbowy w Czechowicach-Dziedzicach,Urząd Skarbowy,43-502,Czechowice-Dziedzice,,Nad Białką,1A,,+48 32 215 38 98,sekretariat.us.czechowice-dziedzice@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-czechowicach-dziedzicach
tax,Pierwszy Urząd Skarbowy w Częstochowie,Pierwszy Urząd Skarbowy,42-217,Częstochowa,,Filomatów,18/20,+48 34 329 01 00,+48 34 325 57 70,sekretariat.1us.czestochowa@mf.gov.pl,www.slaskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-czestochowie
tax,Drugi Urząd Skarbowy w Częstochowie,Drugi Urząd Skarbowy,42-200,Częstochowa,,Tkacka,3,+48 34 378 61 00,+48 34 361 95 02,sekretariat.2us.czestochowa@mf.gov.pl,www.slaskie.kas.gov.pl/drugi-urzad-skarbowy-w-czestochowie
tax,Urząd Skarbowy w Dąbrowie Górniczej,Urząd Skarbowy,41-300,Dąbrowa Górnicza,,Zygmunta Krasińskiego,33A,,+48 32 295 90 70,sekretariat.us.dabrowa.gornicza@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-dabrowie-gorniczej
tax,Pierwszy Urząd Skarbowy w Gliwicach,Pierwszy Urząd Skarbowy,44-100,Gliwice,,Góry Chełmskiej,15,+48 32 339 66 00,+48 32 231 30 69,sekretariat.1us.gliwice@mf.gov.pl,www.slaskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-gliwicach
tax,Drugi Urząd Skarbowy w Gliwicach,Drugi Urząd Skarbowy,44-100,Gliwice,,Młodego Hutnika,2,+48 32 339 98 00,+48 32 270 40 17,sekretariat.2us.gliwice@mf.gov.pl,www.slaskie.kas.gov.pl/drugi-urzad-skarbowy-w-gliwicach
tax,Urząd Skarbowy w Jastrzębiu-Zdroju,Urząd Skarbowy,44-335,Jastrzębie-Zdrój,,11 Listopada,13,+48 32 707 73 00,+48 32 707 73 99,sekretariat.us.jastrzebie-zdroj@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-jastrzebiu-zdroju
tax,Urząd Skarbowy w Jaworznie,Urząd Skarbowy,43-600,Jaworzno,,Grunwaldzka,274A,,+48 32 616 35 99,sekretariat.us.jaworzno@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-jaworznie
tax,Pierwszy Urząd Skarbowy w Katowicach,Pierwszy Urząd Skarbowy,40-063,Katowice,,Żwirki i Wigury,17,+48 32 359 72 00,,sekretariat.1us.katowice@mf.gov.pl,www.slaskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-katowicach
tax,Drugi Urząd Skarbowy w Katowicach,Drugi Urząd Skarbowy,40-282,Katowice,,Ignacego Paderewskiego,32B,,+48 32 358 17 51,sekretariat.2us.katowice@mf.gov.pl,www.slaskie.kas.gov.pl/drugi-urzad-skarbowy-w-katowicach
tax,Urząd Skarbowy w Kłobucku,Urząd Skarbowy,42-100,Kłobuck,,Rynek im. Jana Pawła II,13,+48 34 310 08 00,+48 34 310 08 88,sekretariat.us.klobuck@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-klobucku
tax,Urząd Skarbowy w Lublińcu,Urząd Skarbowy,42-700,Lubliniec,,Ignacego Paderewskiego,7B,+48 34 352 83 00,+48 34 352 83 99,sekretariat.us.lubliniec@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-lublincu
tax,Urząd Skarbowy w Mikołowie,Urząd Skarbowy,43-190,Mikołów,,prof. Maksymiliana Hubera,4,+48 32 324 61 00,+48 32 226 08 51,sekretariat.us.mikolow@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-mikolowie
tax,Urząd Skarbowy w Mysłowicach,Urząd Skarbowy,41-400,Mysłowice,,Adama Mickiewicza,4,+48 32 317 23 00,,sekretariat.us.myslowice@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-myslowicach
tax,Urząd Skarbowy w Myszkowie,Urząd Skarbowy,42-300,Myszków,,Kazimierza Pułaskiego,68,+48 34 315 15 00,+48 34 313 18 49,sekretariat.us.myszkow@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-myszkowie
tax,Urząd Skarbowy w Piekarach Śląskich,Urząd Skarbowy,41-940,Piekary Śląskie,,Bytomska,92,+48 32 769 40 00,+48 32 769 41 12,sekretariat.us.piekary.slaskie@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-piekarach-slaskich
tax,Urząd Skarbowy w Pszczynie,Urząd Skarbowy,43-200,Pszczyna,,3 Maja,4,+48 32 449 22 00,+48 32 449 22 05,sekretariat.us.pszczyna@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-pszczynie
tax,Urząd Skarbowy w Raciborzu,Urząd Skarbowy,47-400,Racibórz,,Michała Drzymały,32,,+48 32 415 20 47,sekretariat.us.raciborz@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-raciborzu
tax,Urząd Skarbowy w Rudzie Śląskiej,Urząd Skarbowy,41-700,Ruda Śląska,,Kokotek,6,+48 32 342 04 00,+48 32 342 05 08,sekretariat.us.ruda.slaska@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-rudzie-slaskiej
tax,Urząd Skarbowy w Rybniku,Urząd Skarbowy,44-200,Rybnik,,Pl. Armii Krajowej,3,+48 32 423 58 00,+48 32 423 58 80,sekretariat.us.rybnik@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-rybniku
tax,Urząd Skarbowy w Siemianowicach Śląskich,Urząd Skarbowy,41-100,Siemianowice Śląskie,,Śląska,84,+48 32 766 08 70,+48 32 766 85 85,sekretariat.us.siemianowice.slaskie@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-siemianowicach-slaskich
tax,Urząd Skarbowy w Sosnowcu,Urząd Skarbowy,41-200,Sosnowiec,,3 Maja,20,+48 32 368 86 00,+48 32 266 86 49,sekretariat.us.sosnowiec@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-sosnowcu
tax,Urząd Skarbowy w Tarnowskich Górach,Urząd Skarbowy,42-600,Tarnowskie Góry,,Opolska,23,+48 32 769 92 99,+48 32 769 92 05,sekretariat.us.tarnowskie.gory@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-tarnowskich-gorach
tax,Urząd Skarbowy w Tychach,Urząd Skarbowy,43-100,Tychy,,Al. Niepodległości,60,+48 32 325 11 00,+48 32 325 11 59,sekretariat.us.tychy@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-tychach
tax,Urząd Skarbowy w Wodzisławiu Śląskim,Urząd Skarbowy,44-300,Wodzisław Śląski,,Bartosza Głowackiego,4,+48 32 455 31 53,+48 32 455 48 14,sekretariat.us.wodzislaw.slaski@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-wodzislawiu-slaskim
tax,Urząd Skarbowy w Zabrzu,Urząd Skarbowy,41-800,Zabrze,,Bytomska,2,+48 32 277 76 00,+48 32 277 77 41,sekretariat.us.zabrze@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-zabrzu
tax,Urząd Skarbowy w Zawierciu,Urząd Skarbowy,42-400,Zawiercie,,Leśna,8,,+48 32 672 24 22,sekretariat.us.zawiercie@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-zawierciu
tax,Urząd Skarbowy w Żorach,Urząd Skarbowy,44-240,Żory,,Wodzisławska,1,+48 32 478 85 30,+48 32 478 85 31,sekretariat.us.zory@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-zorach
tax,Urząd Skarbowy w Żywcu,Urząd Skarbowy,34-300,Żywiec,,Zygmunta Krasińskiego,11,+48 33 865 13 00,+48 33 861 39 85,sekretariat.us.zywiec@mf.gov.pl,www.slaskie.kas.gov.pl/urzad-skarbowy-w-zywcu
tax,Pierwszy Śląski Urząd Skarbowy w Sosnowcu,Pierwszy Śląski Urząd Skarbowy,41-219,Sosnowiec,,Braci Mieroszewskich,97,+48 32 786 11 00,+48 32 786 12 05,sekretariat.1sl.us.sosnowiec@mf.gov.pl,www.slaskie.kas.gov.pl/pierwszy-slaski-urzad-skarbowy-w-sosnowcu
tax,"Drugi Śląski Urząd Skarbowy 
w Bielsku-Białej","Drugi Śląski Urząd Skarbowy 
w Bielsku-Białej",43-300,Bielsko-Biała,,Warszawska,45,+48 33 499 84 00,+48 33 499 84 01,sekretariat.2sl.us.bielsko-biala@mf.gov.pl,www.slaskie.kas.gov.pl/drugi-slaski-urzad-skarbowy-w-bielsku-bialej
customs,Śląski Urząd Celno-Skarbowy w Katowicach,Śląski Urząd Celno-Skarbowy,40-136,Katowice,,Słoneczna,34,,+48 32 258 84 86,sekretariat.UCS.katowice@mf.gov.pl,www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
customs,Oddział Celny w Tychach,Oddział Celny,43-100,Tychy,,Fabryczna,2,,+48 32 217 77 30,sekretariat.OC.tychy@mf.gov.pl,www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
customs,Oddział Celny w Sławkowie,Oddział Celny,41-260,Sławków,,Groniec,1,,+48 32 293 18 97,sekretariat.OC.slawkow@mf.gov.pl,www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
customs,Oddział Celny Towarowy Port Lotniczy Katowice-Pyrzowice,Oddział Celny Towarowy Port Lotniczy Katowice-Pyrzowice,42-625,Ożarowice,,Wolności,90,+48 32 284 50 22,+48 32 284 50 12,sekretariat.OC.pyrzowice-towarowy@mf.gov.pl,www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
customs,Oddział Celny Osobowy Port Lotniczy Katowice-Pyrzowice,Oddział Celny Osobowy Port Lotniczy Katowice-Pyrzowice,42-625,Ożarowice,,Wolności,90,,,sekretariat.OC.pyrzowice-osobowy@mf.gov.pl,www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
customs,Oddział Celny w Gliwicach,Oddział Celny,44-102,Gliwice,,Portowa,28,+48 32 330 58 20,+48 32 330 58 33,sekretariat.OC.gliwice@mf.gov.pl,www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
customs,Oddział Celny Pocztowy w Zabrzu,Oddział Celny Pocztowy,41-850,Zabrze,,Macieja Mielżyńskiego,5,+48 32 718 70 75,,sekretariat.OC.zabrze@mf.gov.pl,www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
customs,Oddział Celny w Częstochowie,Oddział Celny,42-200,Częstochowa,,Koksowa,11,+48 34 361 88 17,+48 34 361 94 08,sekretariat.OC.czestochowa@mf.gov.pl,www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
customs,Oddział Celny w Czechowicach-Dziedzicach,Oddział Celny,43-502,Czechowice-Dziedzice,,Mazańcowicka,70,+48 32 214 72 80,+48 32 214 72 99,sekretariat.OC.czechowice-dziedzice@mf.gov.pl,www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
tax,Krajowa Informacja Skarbowa,Krajowa Informacja Skarbowa,43-300,Bielsko- Biała,,Warszawska,5,+48 33 472 79 00,+48 33 472 79 04,kancelaria.kis@mf.gov.pl,www.kis.gov.pl
tax,Delegatura Krajowej Informacji Skarbowej w Bielsku Białej,Delegatura Krajowej Informacji Skarbowej,43-300,Bielsko-Biała,,Romualda Traugutta,2A,+48 33 485 34 00,,kis.bielsko-biala@mf.gov.pl,www.kis.gov.pl
tax,Izba Administracji Skarbowej w Kielcach,Izba Administracji Skarbowej,25-324,Kielce,,Sandomierska,105,+48 41 364 26 13,+48 41 364 26 15,ias.kielce@mf.gov.pl,www.swietokrzyskie.kas.gov.pl
tax,Urząd Skarbowy w Busku-Zdroju,Urząd Skarbowy,28-100,Busko-Zdrój,,Parkowa,17,+48 41 378 51 50,+48 41 378 51 55,us.busko-zdroj@mf.gov.pl,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-busku-zdroju
tax,Urząd Skarbowy w Jędrzejowie,Urząd Skarbowy,28-300,Jędrzejów,,11 Listopada,33,+48 41 385 48 05,+48 41 386 24 43,us.jedrzejow@mf.gov.pl,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-jedrzejowie
tax,Pierwszy Urząd Skarbowy w Kielcach,Pierwszy Urząd Skarbowy,25-661,Kielce,,Wróbla,17,+48 41 365 71 14,+48 41 345 58 49,1us.kielce@mf.gov.pl,www.swietokrzyskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-kielcach
tax,Drugi Urząd Skarbowy w Kielcach,Drugi Urząd Skarbowy,25-647,Kielce,,Częstochowska,20,+48 41 364 72 03,+48 41 364 72 50,2us.kielce@mf.gov.pl,www.swietokrzyskie.kas.gov.pl/drugi-urzad-skarbowy-w-kielcach
tax,Urząd Skarbowy w Końskich,Urząd Skarbowy,26-200,Końskie,,Marszałka Piłsudskiego,156B,+48 41 372 57 71,+48 41 372 33 34,us.konskie@mf.gov.pl,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-konskich
tax,Urząd Skarbowy w Opatowie,Urząd Skarbowy,27-500,Opatów,,Jana Kilińskiego,9,+48 15 868 50 24,+48 15 868 50 25,us.opatow@mf.gov.pl,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-opatowie
tax,Urząd Skarbowy w Ostrowcu Świętokrzyskim,Urząd Skarbowy,27-400,Ostrowiec Świętokrzyski,,Polna,11,+48 41 266 06 14,+48 41 266 06 55,us.ostrowiec-swietokrzyski@mf.gov.pl,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-ostrowcu-swietokrzyskim
tax,Urząd Skarbowy w Pińczowie,Urząd Skarbowy,28-400,Pińczów,,Grodziskowa,1,+48 41 357 33 36,+48 41 357 53 77,us.pinczow@mf.gov.pl,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-pinczowie
tax,Urząd Skarbowy w Sandomierzu,Urząd Skarbowy,27-600,Sandomierz,,Żydowska,1,+48 15 833 18 00,+48 15 833 18 02,us.sandomierz@mf.gov.pl,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-sandomierzu
tax,Urząd Skarbowy w Skarżysku-Kamiennej,Urząd Skarbowy,26-110,Skarżysko-Kamienna,,1 Maja,56,+48 41 251 66 30,+48 41 251 71 20,us.skarzysko-kamienna@mf.gov.pl,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-skarzysku-kamiennej
tax,Urząd Skarbowy w Starachowicach,Urząd Skarbowy,27-200,Starachowice,,Składowa,33,+48 41 276 21 00,+48 41 276 21 29,us.starachowice@mf.gov.pl,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-starachowicach
tax,Urząd Skarbowy w Staszowie,Urząd Skarbowy,28-200,Staszów,,Oględowska,12,+48 15 864 67 00,+48 15 864 30 79,us.staszow@mf.gov.pl,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-staszowie
tax,Urząd Skarbowy w Kazimierzy Wielkiej,Urząd Skarbowy,28-500,Kazimierza Wielka,,Tadeusza Kościuszki,16,+48 41 350 11 30,+48 41 350 11 40,us.kazimierza-wielka@mf.gov.pl,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-kazimierzy-wielkiej
tax,Urząd Skarbowy we Włoszczowie,Urząd Skarbowy,29-100,Włoszczowa,,Wiśniowa,10,+48 41 394 10 62,+48 41 394 43 00,us.wloszczowa@mf.gov.pl,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-we-wloszczowie
tax,Świętokrzyski Urząd Skarbowy w Kielcach,Świętokrzyski Urząd Skarbowy,25-647,Kielce,,Częstochowska,20,+48 41 364 75 07,+48 41 364 75 50,swietokrzyski.us@mf.gov.pl,www.swietokrzyskie.kas.gov.pl/swietokrzyski-urzad-skarbowy-w-kielcach
customs,Świętokrzyski Urząd Celno-Skarbowy w Kielcach,Świętokrzyski Urząd Celno-Skarbowy,25-363,Kielce,,Wesoła,56,+48 41 364 28 10,+48 41 364 28 47,swietokrzyski.ucs@mf.gov.pl,www.swietokrzyskie.kas.gov.pl/swietokrzyski-urzad-celno-skarbowy-w-kielcach
tax,Delegatura UCS w Kielcach,Delegatura UCS,25-116,Kielce,,Ściegiennego,264 D,+48 41 348 99 30,+48 41 348 99 50,ducs.kielce@mf.gov.pl,www.swietokrzyskie.kas.gov.pl/swietokrzyski-urzad-celno-skarbowy-w-kielcach
customs,Oddział Celny w Kielcach,Oddział Celny,25-116,Kielce,,Ściegiennego,264 D,+48 41 348 99 15,+48 41 362 03 64,ockielce.sekretariat@mf.gov.pl,www.swietokrzyskie.kas.gov.pl/swietokrzyski-urzad-celno-skarbowy-w-kielcach
customs,Oddział Celny w Starachowicach,Oddział Celny,27-200,Starachowice,,Radomska,53,+48 41 274 90 80,+48 41 278 88 79,ocstarachowice.sekretariat@mf.gov.pl,www.swietokrzyskie.kas.gov.pl/swietokrzyski-urzad-celno-skarbowy-w-kielcach
customs,Oddział Celny w Sandomierzu,Oddział Celny,27-600,Sandomierz,,Przemysłowa,7,+48 15 832 60 50,+48 15 832 78 61,ocsandomierz.sekretariat@mf.gov.pl,www.swietokrzyskie.kas.gov.pl/swietokrzyski-urzad-celno-skarbowy-w-kielcach
tax,Izba Administracji Skarbowej w Olsztynie,Izba Administracji Skarbowej,10-950,Olsztyn,,Al. Marszałka Józefa Piłsudskiego,59A,,,ias.olsztyn@mf.gov.pl,www.warminsko-mazurskie.kas.gov.pl
tax,Urząd Skarbowy w Bartoszycach,Urząd Skarbowy,11-200,Bartoszyce,,Boh. Warszawy,5,+48 89 762 79 30,+48 89 762 54 10,us.bartoszyce@mf.gov.pl,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-bartoszycach
tax,Urząd Skarbowy w Braniewie,Urząd Skarbowy,14-500,Braniewo,,Jana Matejki,6,+48 55 243 95 00,+48 55 243 95 30,us.braniewo@mf.gov.pl,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-braniewie
tax,Urząd Skarbowy w Działdowie,Urząd Skarbowy,13-200,Działdowo,,Marii Skłodowskiej-Curie,35A,,+48 23 696 01 86,us.dzialdowo@mf.gov.pl,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-dzialdowie
tax,Urząd Skarbowy w Elblągu,Urząd Skarbowy,82-300,Elbląg,,Adama Mickiewicza,43,+48 55 611 56 00,+48 55 611 57 43,us.elblag@mf.gov.pl,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-elblagu
tax,Urząd Skarbowy w Ełku,Urząd Skarbowy,19-300,Ełk,,Wojska Polskiego,67,,+48 87 521 30 69,us.elk@mf.gov.pl,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-elku
tax,Urząd Skarbowy w Giżycku,Urząd Skarbowy,11-500,Giżycko,,Tadeusza Kościuszki,15,+48 87 429 93 00,+48 87 428 35 07,us.gizycko@mf.gov.pl,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-gizycku
tax,Urząd Skarbowy w Iławie,Urząd Skarbowy,14-200,Iława,,Wojska Polskiego,26,+48 89 649 14 00,+48 89 649 14 40,us.ilawa@mf.gov.pl,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-ilawie
tax,Urząd Skarbowy w Kętrzynie,Urząd Skarbowy,11-400,Kętrzyn,,Powstańców Warszawy,13,+48 89 751 78 00,+48 89 751 78 01,us.ketrzyn@mf.gov.pl,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-ketrzynie
tax,Urząd Skarbowy w Nidzicy,Urząd Skarbowy,13-100,Nidzica,,Żeromskiego,11,+48 89 523 18 00,+48 89 523 18 01,us.nidzica@mf.gov.pl,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-nidzicy
tax,Urząd Skarbowy w Nowym Mieście Lubawskim,Urząd Skarbowy,13-300,Nowe Miasto Lubawskie,,Działyńskich,3,+48 56 472 62 79,+48 56 472 62 80,us.nowe-miasto-lubawskie@mf.gov.pl,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-nowym-miescie-lubawskim
tax,Urząd Skarbowy w Olecku,Urząd Skarbowy,19-400,Olecko,,Wojska Polskiego,7,+48 87 629 42 00,+48 87 629 42 43,us.olecko@mf.gov.pl,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-olecku
tax,Urząd Skarbowy w Olsztynie,Urząd Skarbowy,10-950,Olsztyn,,Aleja Marszałka Józefa Piłsudskiego,59,+48 89 539 24 00,+48 89 539 26 00,us.olsztyn@mf.gov.pl,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-olsztynie
tax,Urząd Skarbowy w Ostródzie,Urząd Skarbowy,14-100,Ostróda,,Olsztyńska,5B,+48 89 640 71 00,+48 89 640 71 06,us.ostroda@mf.gov.pl,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-ostrodzie
tax,Urząd Skarbowy w Piszu,Urząd Skarbowy,12-200,Pisz,,Okopowa,2,,+48 87 423 25 70,us.pisz@mf.gov.pl,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-piszu
tax,Urząd Skarbowy w Szczytnie,Urząd Skarbowy,12-100,Szczytno,,Warszawska,5,+48 89 624 75 30,+48 89 624 75 32,us.szczytno@mf.gov.pl,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-szczytnie
tax,Warmińsko-Mazurski Urząd Skarbowy w Olsztynie,Warmińsko-Mazurski Urząd Skarbowy,10-408,Olsztyn,,Lubelska,37,+48 89 537 50 00,+48 89 537 50 01,us.wmus@mf.gov.pl,www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-skarbowy-w-olsztynie
customs,Warmińsko-Mazurski Urząd Celno-Skarbowy w Olsztynie,Warmińsko-Mazurski Urząd Celno-Skarbowy,10-413,Olsztyn,,Dworcowa,1,,+48 89 539 70 11,warminsko-mazurski.ucs@mf.gov.pl,www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
