"Kod";"Nazwa";"ogolem"
"3012000";"Powiat krotoszyński";"76122"
"3012011";"Sulmierzyce (1)";"2772"
"3012023";"Kobylin (3)";"7807"
"3012024";"Kobylin - miasto (4)";"3190"
"3012025";"Kobylin - obszar wiejski (5)";"4617"
"3012033";"Koźmin Wielkopolski (3)";"12904"
"3012034";"Koźmin Wielkopolski - miasto (4)";"6304"
"3012035";"Koźmin Wielkopolski - obszar wiejski (5)";"6600"
"3012043";"Krotoszyn (3)";"39983"
"3012044";"Krotoszyn - miasto (4)";"28704"
"3012045";"Krotoszyn - obszar wiejski (5)";"11279"
"3012052";"Rozdrażew (2)";"5034"
"3012063";"Zduny (3)";"7622"
"3012064";"Zduny - miasto (4)";"4387"
"3012065";"Zduny - obszar wiejski (5)";"3235"
"3013000";"Powiat leszczyński";"58511"
"3013012";"Krzemieniewo (2)";"7960"
"3013022";"Lipno (2)";"9256"
"3013033";"Osieczna (3)";"9265"
"3013034";"Osieczna - miasto (4)";"2425"
"3013035";"Osieczna - obszar wiejski (5)";"6840"
"3013043";"Rydzyna (3)";"10034"
"3013044";"Rydzyna - miasto (4)";"2878"
"3013045";"Rydzyna - obszar wiejski (5)";"7156"
"3013052";"Święciechowa (2)";"8481"
"3013062";"Wijewo (2)";"3769"
"3013072";"Włoszakowice (2)";"9746"
"3014000";"Powiat międzychodzki";"36030"
"3014012";"Chrzypsko Wielkie (2)";"3232"
"3014022";"Kwilcz (2)";"6144"
"3014033";"Międzychód (3)";"18077"
"3014034";"Międzychód - miasto (4)";"10288"
"3014035";"Międzychód - obszar wiejski (5)";"7789"
"3014043";"Sieraków (3)";"8577"
"3014044";"Sieraków - miasto (4)";"5930"
"3014045";"Sieraków - obszar wiejski (5)";"2647"
"3015000";"Powiat nowotomyski";"75170"
"3015012";"Kuślin (2)";"5232"
"3015023";"Lwówek (3)";"8814"
"3015024";"Lwówek - miasto (4)";"2938"
"3015025";"Lwówek - obszar wiejski (5)";"5876"
"3015032";"Miedzichowo (2)";"3831"
"3015043";"Nowy Tomyśl (3)";"27465"
"3015044";"Nowy Tomyśl - miasto (4)";"14116"
"3015045";"Nowy Tomyśl - obszar wiejski (5)";"13349"
"3015053";"Opalenica (3)";"16072"
"3015054";"Opalenica - miasto (4)";"9360"
"3015055";"Opalenica - obszar wiejski (5)";"6712"
"3015063";"Zbąszyń (3)";"13756"
"3015064";"Zbąszyń - miasto (4)";"7209"
"3015065";"Zbąszyń - obszar wiejski (5)";"6547"
"3016000";"Powiat obornicki";"59126"
"3016013";"Oborniki (3)";"34147"
"3016014";"Oborniki - miasto (4)";"17629"
"3016015";"Oborniki - obszar wiejski (5)";"16518"
"3016023";"Rogoźno (3)";"18017"
"3016024";"Rogoźno - miasto (4)";"10959"
"3016025";"Rogoźno - obszar wiejski (5)";"7058"
"3016032";"Ryczywół (2)";"6962"
"3017000";"Powiat ostrowski";"159688"
"3017011";"Ostrów Wielkopolski (1)";"70725"
"3017023";"Nowe Skalmierzyce (3)";"15798"
"3017024";"Nowe Skalmierzyce - miasto (4)";"4754"
"3017025";"Nowe Skalmierzyce - obszar wiejski (5)";"11044"
"3017033";"Odolanów (3)";"14493"
"3017034";"Odolanów - miasto (4)";"5011"
"3017035";"Odolanów - obszar wiejski (5)";"9482"
"3017042";"Ostrów Wielkopolski (2)";"19089"
"3017052";"Przygodzice (2)";"12247"
"3017063";"Raszków (3)";"11575"
"3017064";"Raszków - miasto (4)";"2130"
"3017065";"Raszków - obszar wiejski (5)";"9445"
"3017072";"Sieroszewice (2)";"9408"
"3017082";"Sośnie (2)";"6353"
"3018000";"Powiat ostrzeszowski";"55015"
"3018012";"Czajków (2)";"2489"
"3018022";"Doruchów (2)";"5127"
"3018033";"Grabów nad Prosną (3)";"7734"
"3018034";"Grabów nad Prosną - miasto (4)";"1917"
"3018035";"Grabów nad Prosną - obszar wiejski (5)";"5817"
"3018042";"Kobyla Góra (2)";"6184"
"3018052";"Kraszewice (2)";"3546"
"3018063";"Mikstat (3)";"5896"
"3018064";"Mikstat - miasto (4)";"1743"
"3018065";"Mikstat - obszar wiejski (5)";"4153"
"3018073";"Ostrzeszów (3)";"24039"
"3018074";"Ostrzeszów - miasto (4)";"14036"
"3018075";"Ostrzeszów - obszar wiejski (5)";"10003"
"3019000";"Powiat pilski";"132684"
"3019011";"Piła (1)";"71735"
"3019022";"Białośliwie (2)";"4578"
"3019032";"Kaczory (2)";"7542"
"3019043";"Łobżenica (3)";"9169"
"3019044";"Łobżenica - miasto (4)";"2853"
"3019045";"Łobżenica - obszar wiejski (5)";"6316"
"3019052";"Miasteczko Krajeńskie (2)";"3056"
"3019062";"Szydłowo (2)";"9332"
"3019073";"Ujście (3)";"7690"
"3019074";"Ujście - miasto (4)";"3488"
"3019075";"Ujście - obszar wiejski (5)";"4202"
"3019083";"Wyrzysk (3)";"13326"
"3019084";"Wyrzysk - miasto (4)";"5085"
"3019085";"Wyrzysk - obszar wiejski (5)";"8241"
"3019093";"Wysoka (3)";"6256"
"3019094";"Wysoka - miasto (4)";"2577"
"3019095";"Wysoka - obszar wiejski (5)";"3679"
"3020000";"Powiat pleszewski";"61884"
"3020013";"Chocz (3)";"4519"
"3020014";"Chocz - miasto (4)";"1691"
"3020015";"Chocz - obszar wiejski (5)";"2828"
"3020022";"Czermin (2)";"4823"
"3020033";"Dobrzyca (3)";"7769"
"3020034";"Dobrzyca - miasto (4)";"2949"
"3020035";"Dobrzyca - obszar wiejski (5)";"4820"
"3020042";"Gizałki (2)";"4503"
"3020052";"Gołuchów (2)";"11101"
"3020063";"Pleszew (3)";"29169"
"3020064";"Pleszew - miasto (4)";"16872"
"3020065";"Pleszew - obszar wiejski (5)";"12297"
"3021000";"Powiat poznański";"431653"
"3021011";"Luboń (1)";"33024"
"3021021";"Puszczykowo (1)";"9470"
"3021033";"Buk (3)";"12691"
"3021034";"Buk - miasto (4)";"5718"
"3021035";"Buk - obszar wiejski (5)";"6973"
"3021042";"Czerwonak (2)";"27869"
"3021052";"Dopiewo (2)";"32854"
"3021062";"Kleszczewo (2)";"10512"
"3021072";"Komorniki (2)";"35448"
"3021083";"Kostrzyn (3)";"19370"
"3021084";"Kostrzyn - miasto (4)";"9809"
"3021085";"Kostrzyn - obszar wiejski (5)";"9561"
"3021093";"Kórnik (3)";"33831"
"3021094";"Kórnik - miasto (4)";"8246"
"3021095";"Kórnik - obszar wiejski (5)";"25585"
"3021103";"Mosina (3)";"34787"
"3021104";"Mosina - miasto (4)";"14511"
"3021105";"Mosina - obszar wiejski (5)";"20276"
"3021113";"Murowana Goślina (3)";"16896"
"3021114";"Murowana Goślina - miasto (4)";"10247"
"3021115";"Murowana Goślina - obszar wiejski (5)";"6649"
"3021123";"Pobiedziska (3)";"20940"
"3021124";"Pobiedziska - miasto (4)";"9755"
"3021125";"Pobiedziska - obszar wiejski (5)";"11185"
"3021132";"Rokietnica (2)";"22270"
"3021143";"Stęszew (3)";"15373"
"3021144";"Stęszew - miasto (4)";"5964"
"3021145";"Stęszew - obszar wiejski (5)";"9409"
"3021152";"Suchy Las (2)";"19889"
"3021163";"Swarzędz (3)";"55221"
"3021164";"Swarzędz - miasto (4)";"29295"
"3021165";"Swarzędz - obszar wiejski (5)";"25926"
"3021172";"Tarnowo Podgórne (2)";"31208"
"3022000";"Powiat rawicki";"59449"
"3022013";"Bojanowo (3)";"8390"
"3022014";"Bojanowo - miasto (4)";"2856"
"3022015";"Bojanowo - obszar wiejski (5)";"5534"
"3022023";"Jutrosin (3)";"6947"
"3022024";"Jutrosin - miasto (4)";"1910"
"3022025";"Jutrosin - obszar wiejski (5)";"5037"
"3022033";"Miejska Górka (3)";"8985"
"3022034";"Miejska Górka - miasto (4)";"3152"
"3022035";"Miejska Górka - obszar wiejski (5)";"5833"
"3022042";"Pakosław (2)";"4803"
"3022053";"Rawicz (3)";"30324"
"3022054";"Rawicz - miasto (4)";"20305"
"3022055";"Rawicz - obszar wiejski (5)";"10019"
"3023000";"Powiat słupecki";"57993"
"3023011";"Słupca (1)";"13353"
"3023022";"Lądek (2)";"5544"
"3023032";"Orchowo (2)";"3611"
"3023042";"Ostrowite (2)";"4875"
"3023052";"Powidz (2)";"2242"
"3023062";"Słupca (2)";"9729"
"3023072";"Strzałkowo (2)";"10032"
"3023083";"Zagórów (3)";"8607"
"3023084";"Zagórów - miasto (4)";"2861"
"3023085";"Zagórów - obszar wiejski (5)";"5746"
"3024000";"Powiat szamotulski";"91723"
"3024011";"Obrzycko (1)";"2379"
"3024022";"Duszniki (2)";"9428"
"3024032";"Kaźmierz (2)";"9078"
"3024042";"Obrzycko (2)";"4384"
"3024053";"Ostroróg (3)";"4742"
"3024054";"Ostroróg - miasto (4)";"1878"
"3024055";"Ostroróg - obszar wiejski (5)";"2864"
"3024063";"Pniewy (3)";"12537"
"3024064";"Pniewy - miasto (4)";"8161"
"3024065";"Pniewy - obszar wiejski (5)";"4376"
"3024073";"Szamotuły (3)";"30157"
"3024074";"Szamotuły - miasto (4)";"18709"
"3024075";"Szamotuły - obszar wiejski (5)";"11448"
"3024083";"Wronki (3)";"19018"
"3024084";"Wronki - miasto (4)";"10918"
"3024085";"Wronki - obszar wiejski (5)";"8100"
"3025000";"Powiat średzki";"59495"
"3025012";"Dominowo (2)";"3237"
"3025022";"Krzykosy (2)";"7222"
"3025032";"Nowe Miasto nad Wartą (2)";"8740"
"3025043";"Środa Wielkopolska (3)";"33369"
"3025044";"Środa Wielkopolska - miasto (4)";"24225"
"3025045";"Środa Wielkopolska - obszar wiejski (5)";"9144"
"3025052";"Zaniemyśl (2)";"6927"
"3026000";"Powiat śremski";"61187"
"3026012";"Brodnica (2)";"4745"
"3026023";"Dolsk (3)";"5772"
"3026024";"Dolsk - miasto (4)";"1568"
"3026025";"Dolsk - obszar wiejski (5)";"4204"
"3026033";"Książ Wielkopolski (3)";"8175"
"3026034";"Książ Wielkopolski - miasto (4)";"2643"
"3026035";"Książ Wielkopolski - obszar wiejski (5)";"5532"
"3026043";"Śrem (3)";"42495"
"3026044";"Śrem - miasto (4)";"28835"
"3026045";"Śrem - obszar wiejski (5)";"13660"
"3027000";"Powiat turecki";"82009"
"3027011";"Turek (1)";"25376"
"3027022";"Brudzew (2)";"5975"
"3027033";"Dobra (3)";"5937"
"3027034";"Dobra - miasto (4)";"1358"
"3027035";"Dobra - obszar wiejski (5)";"4579"
"3027042";"Kawęczyn (2)";"4985"
"3027052";"Malanów (2)";"6493"
"3027062";"Przykona (2)";"4579"
"3027073";"Tuliszków (3)";"10263"
"3027074";"Tuliszków - miasto (4)";"3120"
"3027075";"Tuliszków - obszar wiejski (5)";"7143"
"3027082";"Turek (2)";"10384"
"3027092";"Władysławów (2)";"8017"
"3028000";"Powiat wągrowiecki";"69216"
"3028011";"Wągrowiec (1)";"25773"
"3028022";"Damasławek (2)";"5109"
"3028033";"Gołańcz (3)";"7902"
"3028034";"Gołańcz - miasto (4)";"3194"
"3028035";"Gołańcz - obszar wiejski (5)";"4708"
"3028042";"Mieścisko (2)";"5701"
"3028053";"Skoki (3)";"9908"
"3028054";"Skoki - miasto (4)";"4634"
"3028055";"Skoki - obszar wiejski (5)";"5274"
"3028062";"Wapno (2)";"2779"
"3028072";"Wągrowiec (2)";"12044"
"3029000";"Powiat wolsztyński";"56881"
"3029012";"Przemęt (2)";"14005"
"3029022";"Siedlec (2)";"12430"
"3029033";"Wolsztyn (3)";"30446"
"3029034";"Wolsztyn - miasto (4)";"12504"
"3029035";"Wolsztyn - obszar wiejski (5)";"17942"
"3030000";"Powiat wrzesiński";"78217"
"3030012";"Kołaczkowo (2)";"5703"
"3030023";"Miłosław (3)";"10021"
"3030024";"Miłosław - miasto (4)";"3492"
"3030025";"Miłosław - obszar wiejski (5)";"6529"
"3030033";"Nekla (3)";"7730"
"3030034";"Nekla - miasto (4)";"3831"
"3030035";"Nekla - obszar wiejski (5)";"3899"
"3030043";"Pyzdry (3)";"6624"
"3030044";"Pyzdry - miasto (4)";"3014"
"3030045";"Pyzdry - obszar wiejski (5)";"3610"
"3030053";"Września (3)";"48139"
"3030054";"Września - miasto (4)";"31986"
"3030055";"Września - obszar wiejski (5)";"16153"
"3031000";"Powiat złotowski";"68217"
"3031011";"Złotów (1)";"18768"
"3031023";"Jastrowie (3)";"11028"
"3031024";"Jastrowie - miasto (4)";"8344"
"3031025";"Jastrowie - obszar wiejski (5)";"2684"
"3031033";"Krajenka (3)";"7459"
"3031034";"Krajenka - miasto (4)";"3586"
"3031035";"Krajenka - obszar wiejski (5)";"3873"
"3031042";"Lipka (2)";"5364"
"3031053";"Okonek (3)";"8047"
"3031054";"Okonek - miasto (4)";"3686"
"3031055";"Okonek - obszar wiejski (5)";"4361"
"3031062";"Tarnówka (2)";"2942"
"3031072";"Zakrzewo (2)";"4904"
"3031082";"Złotów (2)";"9705"
"3061000";"Powiat m. Kalisz";"95905"
"3061011";"Kalisz (1)";"95905"
"3062000";"Powiat m. Konin";"69858"
"3062011";"Konin (1)";"69858"
"3063000";"Powiat m. Leszno";"61791"
"3063011";"Leszno (1)";"61791"
"3064000";"Powiat m. Poznań";"546859"
"3064011";"Poznań (1)";"546859"
"3200000";"ZACHODNIOPOMORSKIE";"1657716"
"3201000";"Powiat białogardzki";"45574"
"3201011";"Białogard (1)";"23142"
"3201022";"Białogard (2)";"7357"
"3201033";"Karlino (3)";"8691"
"3201034";"Karlino - miasto (4)";"5582"
"3201035";"Karlino - obszar wiejski (5)";"3109"
"3201043";"Tychowo (3)";"6384"
"3201044";"Tychowo - miasto (4)";"2354"
"3201045";"Tychowo - obszar wiejski (5)";"4030"
"3202000";"Powiat choszczeński";"45613"
"3202012";"Bierzwnik (2)";"4448"
"3202023";"Choszczno (3)";"20578"
"3202024";"Choszczno - miasto (4)";"14399"
"3202025";"Choszczno - obszar wiejski (5)";"6179"
"3202033";"Drawno (3)";"4684"
"3202034";"Drawno - miasto (4)";"2187"
"3202035";"Drawno - obszar wiejski (5)";"2497"
"3202042";"Krzęcin (2)";"3393"
"3202053";"Pełczyce (3)";"7385"
"3202054";"Pełczyce - miasto (4)";"2468"
"3202055";"Pełczyce - obszar wiejski (5)";"4917"
"3202063";"Recz (3)";"5125"
"3202064";"Recz - miasto (4)";"2760"
"3202065";"Recz - obszar wiejski (5)";"2365"
"3203000";"Powiat drawski";"54758"
"3203013";"Czaplinek (3)";"11333"
"3203014";"Czaplinek - miasto (4)";"6876"
"3203015";"Czaplinek - obszar wiejski (5)";"4457"
"3203023";"Drawsko Pomorskie (3)";"16748"
"3203024";"Drawsko Pomorskie - miasto (4)";"11515"
"3203025";"Drawsko Pomorskie - obszar wiejski (5)";"5233"
"3203033";"Kalisz Pomorski (3)";"6932"
"3203034";"Kalisz Pomorski - miasto (4)";"4121"
"3203035";"Kalisz Pomorski - obszar wiejski (5)";"2811"
"3203052";"Wierzchowo (2)";"4109"
"3203063";"Złocieniec (3)";"15636"
"3203064";"Złocieniec - miasto (4)";"12373"
"3203065";"Złocieniec - obszar wiejski (5)";"3263"
"3204000";"Powiat goleniowski";"81963"
"3204023";"Goleniów (3)";"36994"
"3204024";"Goleniów - miasto (4)";"22166"
"3204025";"Goleniów - obszar wiejski (5)";"14828"
"3204033";"Maszewo (3)";"8546"
"3204034";"Maszewo - miasto (4)";"3309"
"3204035";"Maszewo - obszar wiejski (5)";"5237"
"3204043";"Nowogard (3)";"23831"
"3204044";"Nowogard - miasto (4)";"16102"
"3204045";"Nowogard - obszar wiejski (5)";"7729"
"3204052";"Osina (2)";"2935"
"3204062";"Przybiernów (2)";"4880"
"3204073";"Stepnica (3)";"4777"
"3204074";"Stepnica - miasto (4)";"2490"
"3204075";"Stepnica - obszar wiejski (5)";"2287"
"3205000";"Powiat gryficki";"57837"
"3205012";"Brojce (2)";"3510"
"3205023";"Gryfice (3)";"23194"
"3205024";"Gryfice - miasto (4)";"15863"
"3205025";"Gryfice - obszar wiejski (5)";"7331"
"3205032";"Karnice (2)";"3814"
"3205043";"Płoty (3)";"8338"
"3205044";"Płoty - miasto (4)";"3816"
"3205045";"Płoty - obszar wiejski (5)";"4522"
"3205072";"Rewal (2)";"3674"
"3205083";"Trzebiatów (3)";"15307"
"3205084";"Trzebiatów - miasto (4)";"9591"
"3205085";"Trzebiatów - obszar wiejski (5)";"5716"
"3206000";"Powiat gryfiński";"78821"
"3206012";"Banie (2)";"5926"
"3206023";"Cedynia (3)";"4085"
"3206024";"Cedynia - miasto (4)";"1472"
"3206025";"Cedynia - obszar wiejski (5)";"2613"
"3206033";"Chojna (3)";"13392"
"3206034";"Chojna - miasto (4)";"7356"
"3206035";"Chojna - obszar wiejski (5)";"6036"
"3206043";"Gryfino (3)";"30755"
"3206044";"Gryfino - miasto (4)";"20297"
"3206045";"Gryfino - obszar wiejski (5)";"10458"
"3206053";"Mieszkowice (3)";"6724"
"3206054";"Mieszkowice - miasto (4)";"3449"
"3206055";"Mieszkowice - obszar wiejski (5)";"3275"
"3206063";"Moryń (3)";"4166"
"3206064";"Moryń - miasto (4)";"1630"
"3206065";"Moryń - obszar wiejski (5)";"2536"
"3206072";"Stare Czarnowo (2)";"3706"
"3206083";"Trzcińsko-Zdrój (3)";"4946"
"3206084";"Trzcińsko-Zdrój - miasto (4)";"2173"
"3206085";"Trzcińsko-Zdrój - obszar wiejski (5)";"2773"
"3206092";"Widuchowa (2)";"5121"
"3207000";"Powiat kamieński";"45112"
"3207013";"Dziwnów (3)";"3710"
"3207014";"Dziwnów - miasto (4)";"2451"
"3207015";"Dziwnów - obszar wiejski (5)";"1259"
"3207023";"Golczewo (3)";"5592"
"3207024";"Golczewo - miasto (4)";"2545"
"3207025";"Golczewo - obszar wiejski (5)";"3047"
"3207033";"Kamień Pomorski (3)";"13806"
"3207034";"Kamień Pomorski - miasto (4)";"8564"
"3207035";"Kamień Pomorski - obszar wiejski (5)";"5242"
"3207043";"Międzyzdroje (3)";"6165"
"3207044";"Międzyzdroje - miasto (4)";"5032"
"3207045";"Międzyzdroje - obszar wiejski (5)";"1133"
"3207052";"Świerzno (2)";"4047"
"3207063";"Wolin (3)";"11792"
"3207064";"Wolin - miasto (4)";"4702"
"3207065";"Wolin - obszar wiejski (5)";"7090"
"3208000";"Powiat kołobrzeski";"77695"
"3208011";"Kołobrzeg (1)";"44340"
"3208022";"Dygowo (2)";"5419"
"3208033";"Gościno (3)";"5229"
"3208034";"Gościno - miasto (4)";"2611"
"3208035";"Gościno - obszar wiejski (5)";"2618"
"3208042";"Kołobrzeg (2)";"11289"
"3208052";"Rymań (2)";"3737"
"3208062";"Siemyśl (2)";"3928"
"3208072";"Ustronie Morskie (2)";"3753"
"3209000";"Powiat koszaliński";"66397"
"3209012";"Będzino (2)";"8525"
"3209022";"Biesiekierz (2)";"7414"
"3209033";"Bobolice (3)";"8443"
"3209034";"Bobolice - miasto (4)";"3848"
"3209035";"Bobolice - obszar wiejski (5)";"4595"
"3209042";"Manowo (2)";"6825"
"3209053";"Mielno (3)";"4829"
"3209054";"Mielno - miasto (4)";"2836"
"3209055";"Mielno - obszar wiejski (5)";"1993"
"3209063";"Polanów (3)";"8296"
"3209064";"Polanów - miasto (4)";"2908"
"3209065";"Polanów - obszar wiejski (5)";"5388"
"3209073";"Sianów (3)";"13974"
"3209074";"Sianów - miasto (4)";"6545"
"3209075";"Sianów - obszar wiejski (5)";"7429"
"3209082";"Świeszyno (2)";"8091"
"3210000";"Powiat myśliborski";"63764"
"3210013";"Barlinek (3)";"18730"
"3210014";"Barlinek - miasto (4)";"13339"
"3210015";"Barlinek - obszar wiejski (5)";"5391"
"3210022";"Boleszkowice (2)";"2803"
"3210033";"Dębno (3)";"19854"
"3210034";"Dębno - miasto (4)";"13291"
"3210035";"Dębno - obszar wiejski (5)";"6563"
"3210043";"Myślibórz (3)";"19023"
"3210044";"Myślibórz - miasto (4)";"10649"
"3210045";"Myślibórz - obszar wiejski (5)";"8374"
"3210052";"Nowogródek Pomorski (2)";"3354"
"3211000";"Powiat policki";"82991"
"3211012";"Dobra (Szczecińska) (2)";"27368"
"3211022";"Kołbaskowo (2)";"14362"
"3211033";"Nowe Warpno (3)";"1563"
"3211034";"Nowe Warpno - miasto (4)";"1111"
"3211035";"Nowe Warpno - obszar wiejski (5)";"452"
"3211043";"Police (3)";"39698"
"3211044";"Police - miasto (4)";"30623"
"3211045";"Police - obszar wiejski (5)";"9075"
"3212000";"Powiat pyrzycki";"37372"
"3212012";"Bielice (2)";"2990"
"3212022";"Kozielice (2)";"2446"
"3212033";"Lipiany (3)";"5623"
"3212034";"Lipiany - miasto (4)";"3819"
"3212035";"Lipiany - obszar wiejski (5)";"1804"
"3212042";"Przelewice (2)";"4644"
"3212053";"Pyrzyce (3)";"18486"
"3212054";"Pyrzyce - miasto (4)";"12041"
"3212055";"Pyrzyce - obszar wiejski (5)";"6445"
"3212062";"Warnice (2)";"3183"
"3213000";"Powiat sławieński";"54193"
"3213011";"Darłowo (1)";"13081"
"3213021";"Sławno (1)";"12028"
"3213032";"Darłowo (2)";"7670"
"3213042";"Malechowo (2)";"6076"
"3213052";"Postomino (2)";"6833"
"3213062";"Sławno (2)";"8505"
"3214000";"Powiat stargardzki";"119138"
"3214011";"Stargard (1)";"67348"
"3214023";"Chociwel (3)";"5587"
"3214024";"Chociwel - miasto (4)";"3041"
"3214025";"Chociwel - obszar wiejski (5)";"2546"
"3214033";"Dobrzany (3)";"4618"
"3214034";"Dobrzany - miasto (4)";"2183"
"3214035";"Dobrzany - obszar wiejski (5)";"2435"
"3214042";"Dolice (2)";"7307"
"3214053";"Ińsko (3)";"3195"
"3214054";"Ińsko - miasto (4)";"1823"
"3214055";"Ińsko - obszar wiejski (5)";"1372"
"3214062";"Kobylanka (2)";"6109"
"3214082";"Marianowo (2)";"2934"
"3214092";"Stara Dąbrowa (2)";"3581"
"3214102";"Stargard (2)";"14333"
"3214113";"Suchań (3)";"4126"
"3214114";"Suchań - miasto (4)";"1403"
"3214115";"Suchań - obszar wiejski (5)";"2723"
"3215000";"Powiat szczecinecki";"74307"
"3215011";"Szczecinek (1)";"38446"
"3215023";"Barwice (3)";"8042"
"3215024";"Barwice - miasto (4)";"3533"
"3215025";"Barwice - obszar wiejski (5)";"4509"
"3215033";"Biały Bór (3)";"4978"
"3215034";"Biały Bór - miasto (4)";"2091"
"3215035";"Biały Bór - obszar wiejski (5)";"2887"
"3215043";"Borne Sulinowo (3)";"9461"
"3215044";"Borne Sulinowo - miasto (4)";"5032"
"3215045";"Borne Sulinowo - obszar wiejski (5)";"4429"
"3215052";"Grzmiąca (2)";"4463"
"3215062";"Szczecinek (2)";"8917"
"3216000";"Powiat świdwiński";"44445"
"3216011";"Świdwin (1)";"14937"
"3216022";"Brzeżno (2)";"2652"
"3216033";"Połczyn-Zdrój (3)";"14067"
"3216034";"Połczyn-Zdrój - miasto (4)";"7469"
"3216035";"Połczyn-Zdrój - obszar wiejski (5)";"6598"
"3216042";"Rąbino (2)";"3380"
"3216052";"Sławoborze (2)";"3925"
"3216062";"Świdwin (2)";"5484"
"3217000";"Powiat wałecki";"51017"
"3217011";"Wałcz (1)";"24167"
"3217023";"Człopa (3)";"4650"
"3217024";"Człopa - miasto (4)";"2232"
"3217025";"Człopa - obszar wiejski (5)";"2418"
"3217033";"Mirosławiec (3)";"5390"
"3217034";"Mirosławiec - miasto (4)";"3037"
"3217035";"Mirosławiec - obszar wiejski (5)";"2353"
"3217043";"Tuczno (3)";"4587"
"3217044";"Tuczno - miasto (4)";"1838"
"3217045";"Tuczno - obszar wiejski (5)";"2749"
"3217052";"Wałcz (2)";"12223"
"3218000";"Powiat łobeski";"34464"
"3218013";"Dobra (3)";"4016"
"3218014";"Dobra - miasto (4)";"2103"
"3218015";"Dobra - obszar wiejski (5)";"1913"
"3218023";"Łobez (3)";"13240"
"3218024";"Łobez - miasto (4)";"9792"
"3218025";"Łobez - obszar wiejski (5)";"3448"
"3218032";"Radowo Małe (2)";"3317"
"3218043";"Resko (3)";"7453"
"3218044";"Resko - miasto (4)";"4039"
"3218045";"Resko - obszar wiejski (5)";"3414"
"3218053";"Węgorzyno (3)";"6438"
"3218054";"Węgorzyno - miasto (4)";"2657"
"3218055";"Węgorzyno - obszar wiejski (5)";"3781"
"3261000";"Powiat m. Koszalin";"105883"
"3261011";"Koszalin (1)";"105883"
"3262000";"Powiat m. Szczecin";"396168"
"3262011";"Szczecin (1)";"396168"
"3263000";"Powiat m. Świnoujście";"40204"
"3263011";"Świnoujście (1)";"40204"
