WOJEWÓDZTWO,TYP,NAZWA URZĘDU,KOD,MIASTO,ULICA,NR BUDYNKU / LOKALU,POCZTA,NR TELEFONU   wraz z nr kierunkowym,NR FAXU,ADRES E-MAIL URZĘDU,kod jednostki,ADRESY STRON BIP JEDNOSTEK KAS
podlaskie,OC,Oddział Celny w Łomży,18-400,Łomża,Poznańska ,156,Łomża,86 215 57 50,86 215 57 57,sekretariat.oc.312010@mf.gov.pl,312010,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
podlaskie,DUCS,Delegatura UCS w Suwałkach,16-400,Suwałki,Raczkowska,183,Suwałki,87 562 90 00,87 562 90 07,sekretariat.ucs.313000@mf.gov.pl,313000,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
podlaskie,OC,Oddział Celny w Suwałkach,16-400,Suwałki,Raczkowska,183,Suwałki,87 562 91 52,87 562 91 78,sekretariat.oc.313010@mf.gov.pl,313010,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
podlaskie,OC,Oddział Celny w Augustowie,16-300,Augustów,Tytoniowa,13,Augustów,"87 562 91 81, 87 562 91 86",87 562 91 82,sekretariat.oc.313020@mf.gov.pl,313020,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
pomorskie,IAS,Izba Administracji Skarbowej w Gdańsku,80-831,Gdańsk,Długa ,75/76,Gdańsk,(58) 300-23-00,(58) 301-43-18,ias.gdansk@mf.gov.pl,2201,www.pomorskie.kas.gov.pl
pomorskie,US,Urząd Skarbowy w Bytowie,77-100,Bytów,1 Maja ,16,Bytów,(59) 822-28-91,(59) 822-78-09,us.bytow@mf.gov.pl,2202 ,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-bytowie
pomorskie,US,Urząd Skarbowy w Chojnicach,89-600,Chojnice,Młyńska ,22,Chojnice,(52) 396-54-00,(52) 396-54-48,us.chojnice@mf.gov.pl,2203,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-chojnicach
pomorskie,US,Urząd Skarbowy w Człuchowie,77-300,Człuchów,Jerzego z Dąbrowy ,5E,Człuchów,"(59) 834-79-00, (59) 834-79-01",(59) 834-79-30,us.czluchow@mf.gov.pl,2204,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-czluchowie
pomorskie,US,Pierwszy Urząd Skarbowy w Gdańsku,80-822,Gdańsk,Rzeźnicka ,54/56,Gdańsk,(58) 321-23-00,(58) 321-23-01,1us.gdansk@mf.gov.pl,2205,www.pomorskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-gdansku
pomorskie,US,Drugi Urząd Skarbowy w Gdańsku,80-391,Gdańsk,Kołobrzeska ,43,Gdańsk,(58) 765-45-00,(58) 765-44-01,2us.gdansk@mf.gov.pl,2206,www.pomorskie.kas.gov.pl/drugi-urzad-skarbowy-w-gdansku
pomorskie,US,Trzeci Urząd Skarbowy w Gdańsku,80-362,Gdańsk,Chłopska,3,Gdańsk,(58) 76 11 300,(58) 553 38 98,3us.gdansk@mf.gov.pl,2207,www.pomorskie.kas.gov.pl/trzeci-urzad-skarbowy-w-gdansku
pomorskie,US,Pierwszy Urząd Skarbowy w Gdyni,81-353,Gdynia,Władysława IV ,2/4,Gdynia,(58) 76 54 600,(58) 76 54 700,1us.gdynia@mf.gov.pl,2208,www.pomorskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-gdyni
pomorskie,US,Drugi Urząd Skarbowy w Gdyni,81-061,Gdynia,Hutnicza ,25,Gdynia,(58) 76 54 800,(58) 76 54 900,2us.gdynia@mf.gov.pl,2209,www.pomorskie.kas.gov.pl/drugi-urzad-skarbowy-w-gdyni
pomorskie,US,Urząd Skarbowy w Kartuzach,83-300,Kartuzy,Kościerska ,13,Kartuzy,(58) 685-28-00,(58) 685-28-01,us.kartuzy@mf.gov.pl,2210,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-kartuzach
pomorskie,US,Urząd Skarbowy w Kościerzynie,83-400,Kościerzyna,Staszica ,6,Kościerzyna,(58) 680 89 00,(58) 686-40-97,us.koscierzyna@mf.gov.pl,2211,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-koscierzynie
pomorskie,US,Urząd Skarbowy w Kwidzynie,82-500,Kwidzyn,3 Maja ,6,Kwidzyn,"(55) 64 13 700, (55) 64 13 703 ",(55) 64 13 790,us.kwidzyn@mf.gov.pl,2212,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-kwidzynie
pomorskie,US,Urząd Skarbowy w Lęborku,84-300,Lębork,Słupska ,23,Lębork,(59) 863-76-00,(59) 863-76-01,us.lebork@mf.gov.pl,2213,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-leborku
pomorskie,US,Urząd Skarbowy w Malborku,82-200,Malbork,Mikołaja Kopernika ,10,Malbork,"(55) 270 22 22, (55) 270 22 23",(55) 270-22-44,us.malbork@mf.gov.pl,2214,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-malborku
pomorskie,US,Urząd Skarbowy w Pucku,84-100,Puck,Kmdr. E. Szystowskiego ,18,Puck,"(58) 774 24 00, (58) 774 24 31",(58) 774 24 32,us.puck@mf.gov.pl,2215,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-pucku
pomorskie,US,Urząd Skarbowy w Słupsku,76-200,Słupsk,Szczecińska ,59,Słupsk,(59) 84 47 300,(59) 84 47 317,us.slupsk@mf.gov.pl,2216,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-slupsku
pomorskie,US,Urząd Skarbowy w Sopocie,81-808,Sopot,23 Marca ,9/11,Sopot,(58) 555-46-00,(58) 555-46-66,us.sopot@mf.gov.pl,2217,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-sopocie
pomorskie,US,Urząd Skarbowy w Starogardzie Gdańskim,83-200,Starogard Gdański,Lubichowska ,4,Starogard Gdański,"(58) 562-56-71, (58) 562 23 31",(58) 562-56-50,us.starogard.gdanski@mf.gov.pl,2218,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-starogardzie-gdanskim
pomorskie,US,Urząd Skarbowy w Tczewie,83-110,Tczew,Gdańska ,33,Tczew,"(58) 532-90-10, (58) 532 90 11",(58) 532-90-66,us.tczew@mf.gov.pl,2219,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-tczewie
pomorskie,US,Urząd Skarbowy w Wejherowie,84-200,Wejherowo,Jana III Sobieskiego ,346,Wejherowo,"(58) 736-39-00, (58) 736 38 37",(58) 736-38-97,us.wejherowo@mf.gov.pl,2220,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-wejherowie
pomorskie,US,Urząd Skarbowy w Pruszczu Gdańskim,83-000,Pruszcz Gdański,Ignacego Łukasiewicza ,2,Pruszcz Gdański,(58) 773-16-25,(58) 773-16-26,us.pruszcz.gdanski@mf.gov.pl,2221,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-pruszczu-gdanskim
pomorskie,WUS,Pomorski Urząd Skarbowy w Gdańsku,80-749,Gdańsk,Żytnia ,4/6,Gdańsk,"(58) 77 27 638, (58) 77 27 678",(58) 77 27 657,pomorski.us.gdansk@mf.gov.pl,2271,www.pomorskie.kas.gov.pl/pomorski-urzad-skarbowy-w-gdansku
pomorskie,UCS,Pomorski Urząd Celno-Skarbowy w Gdyni,81-029,Gdynia,Północna ,9A,Gdynia,"(58) 666 93 93, (58) 666 90 87",58 621 05 54        58 666 93 36 ,pomorski.ucs@mf.gov.pl,328000,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
pomorskie,DUCS,Delegatura UCS w Gdyni,81-029,Gdynia,Północna ,9A,Gdynia,"58 666 90 90,,58 666 90 91",58 666 90 60,znd2.pomorski.ucs@mf.gov.pl,321000,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
pomorskie,OC,Oddział Celny „Basen V” w Gdyni,81-336,Gdynia,Indyjska ,13,Gdynia,"58 666 76 01,58 666 76 02,",58 666 76 27,oc.321010@mf.gov.pl,321010,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
pomorskie,OC,Oddział Celny „Baza Kontenerowa” w Gdyni,81-127,Gdynia,Kwiatkowskiego ,60,Gdynia,"58 666 75 01,58 666 75 03,",58 621 32 12,oc.321030@mf.gov.pl,321030,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
pomorskie,OC,Oddział Celny „Basen IV” w Gdyni,81-029,Gdynia,Przemysłowa ,9,Gdynia,58 627 88 40,58 627 88 50,oc.321050@mf.gov.pl,321050,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
pomorskie,OC,Oddział Celny „Nabrzeże Bułgarskie” w Gdyni,81-184,Gdynia,Energetyków,5,Gdynia,"58 771 59 40,58 771 59 06,",58 771 59 09,oc.321070@mf.gov.pl,321070,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
pomorskie,DUCS,Delegatura UCS w Gdańsku,80-730,Gdańsk,Opłotki,1,Gdańsk,58 785 45 84,58 785 46 09,znd1.pomorski.ucs@mf.gov.pl,322000,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
pomorskie,OC,Oddział Celny „Opłotki” w Gdańsku,80-730,Gdańsk,Opłotki ,1,Gdańsk,"58 785 45 11,58 785 45 12,",58 785 46 18,oc.322010@mf.gov.pl,322010,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
pomorskie,OC,Oddział Celny „Nabrzeże Wiślane” w Gdańsku,80-554,Gdańsk,Śnieżna ,1,Gdańsk,58 771 56 85,58 768 94 13,oc.322020@mf.gov.pl,322020,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
pomorskie,OC,Oddział Celny „Basen im. Władysława IV” w Gdańsku,80-542,Gdańsk,Przemysłowa ,20,Gdańsk,"58 771 56 71,58 771 56 50,",58 771 56 54,oc.322030@mf.gov.pl,322030,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
pomorskie,OC,Oddział Celny Port Lotniczy Gdańsk-Rębiechowo,80-298,Gdańsk - Rębiechowo,Słowackiego ,200,Gdańsk,"58 771 58 53,58 771 58 50,58 348 12 78,",58 341 72 64,oc.322050@mf.gov.pl,322050,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
pomorskie,OC,Oddział Celny w Tczewie,83-110,Tczew,Czatkowska ,6,Tczew,58 764 49 00,58 764 49 21,oc.322060@mf.gov.pl,322060,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
pomorskie,OC,Oddział Celny w Kwidzynie,82-500,Kwidzyn,Lotnicza ,1,Kwidzyn,"55 629 84 10,55 629 84 46,",55 629 84 48,oc.322070@mf.gov.pl,322070,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
pomorskie,OC,Oddział Celny „Terminal Kontenerowy” w Gdańsku,80-601,Gdańsk,Prof. Witolda Andruszkiewicza ,5,Gdańsk,"58 769 54 40,58 769 54 37,",58 796 54 02,oc.322080@mf.gov.pl,322080,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
pomorskie,OC,Oddział Celny Pocztowy w Pruszczu Gdańskim,83-900,Pruszcz Gdański,Handlowa ,4,Pruszcz Gdański,"58 785 47 84,58 785 47 80,",58 692 55 50,oc.322090@mf.gov.pl,322090,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
pomorskie,DUCS,Delegatura UCS w Słupsku,76-200,Słupsk,Portowa,13B,Słupsk,58 774 08 15,58 774 08 17,znd3.pomorski.ucs@mf.gov.pl,323000,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
pomorskie,OC,Oddział Celny w Słupsku,76-200,Słupsk,Portowa ,13B,Słupsk,58 774 08 30,58 774 08 17,oc.323010@mf.gov.pl,323010,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
śląskie,IAS,Izba Administracji Skarbowej w Katowicach,40-022,Katowice,Konstantego Damrota ,25,Katowice,32 207 60 00,32 207 60 10,kancelaria.ias.katowice@mf.gov.pl,2401,www.slaskie.kas.gov.pl
śląskie,US,Urząd Skarbowy w Będzinie,42-500,Będzin,Józefa Retingera,1,Będzin,32 762 77 00 do 05,32 762 77 06,sekretariat.us.bedzin@mf.gov.pl,2402,www.slaskie.kas.gov.pl/urzad-skarbowy-w-bedzinie
śląskie,US,Pierwszy Urząd Skarbowy w Bielsku-Białej,43-300,Bielsko-Biała,Teodora Sixta ,17,Bielsko-Biała,33 499 82 00,33 499 82 21,sekretariat.1us.bielsko-biala@mf.gov.pl,2403,www.slaskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-bielsko-bialej
śląskie,US,Drugi Urząd Skarbowy w Bielsku-Białej,43-300,Bielsko-Biała,Gen. Stanisława Maczka ,73,Bielsko-Biała,33 499 80 00,33 499 81 00,sekretariat.2us.bielsko-biala@mf.gov.pl,2404,www.slaskie.kas.gov.pl/drugi-urzad-skarbowy-w-bielsko-bialej
śląskie,US,Urząd Skarbowy w Bytomiu,41-902,Bytom,Wrocławska ,92,Bytom,32 281 00 81 do 88,"32 389 60 08, 32 282 84 06",sekretariat.us.bytom@mf.gov.pl,2405,www.slaskie.kas.gov.pl/urzad-skarbowy-w-bytomiu
śląskie,US,Urząd Skarbowy w Chorzowie,41-506,Chorzów,Armii Krajowej ,5,Chorzów,32 349 73 11,32 246 47 43,sekretariat.us.chorzow@mf.gov.pl,2406,www.slaskie.kas.gov.pl/urzad-skarbowy-w-chorzowie
śląskie,US,Urząd Skarbowy w Cieszynie,43-400,Cieszyn,Ignacego Kraszewskiego ,4,Cieszyn,33 852 63 00,33 852 63 30,sekretariat.us.cieszyn@mf.gov.pl,2407,www.slaskie.kas.gov.pl/urzad-skarbowy-w-cieszynie
śląskie,US,Urząd Skarbowy w Czechowicach-Dziedzicach,43-502,Czechowice-Dziedzice,Nad Białką ,1A,Czechowice-Dziedzice,"32 215 44 58, 32 215 23 70, 32 215 44 98, 32 215 06 45, 32 215 55 15",32 215 38 98,sekretariat.us.czechowice-dziedzice@mf.gov.pl,2408,www.slaskie.kas.gov.pl/urzad-skarbowy-w-czechowicach-dziedzicach
śląskie,US,Pierwszy Urząd Skarbowy w Częstochowie,42-217,Częstochowa,Filomatów ,18/20,Częstochowa,34 329 01 00,34 325 57 70,sekretariat.1us.czestochowa@mf.gov.pl,2409,www.slaskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-czestochowie
śląskie,US,Drugi Urząd Skarbowy w Częstochowie,42-200,Częstochowa,Tkacka ,3,Częstochowa,34 378 61 00,34 361 95 02,sekretariat.2us.czestochowa@mf.gov.pl,2410,www.slaskie.kas.gov.pl/drugi-urzad-skarbowy-w-czestochowie
śląskie,US,Urząd Skarbowy w Dąbrowie Górniczej,41-300,Dąbrowa Górnicza,Zygmunta Krasińskiego,33A,Dąbrowa Górnicza,"32 295 90 00, 32 295 90 01",32 295 90 70,sekretariat.us.dabrowa.gornicza@mf.gov.pl,2411,www.slaskie.kas.gov.pl/urzad-skarbowy-w-dabrowie-gorniczej
śląskie,US,Pierwszy Urząd Skarbowy w Gliwicach,44-100,Gliwice,Góry Chełmskiej ,15,Gliwice,32 339 66 00,32 231 30 69,sekretariat.1us.gliwice@mf.gov.pl,2412,www.slaskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-gliwicach
śląskie,US,Drugi Urząd Skarbowy w Gliwicach,44-100,Gliwice,Młodego Hutnika ,2,Gliwice,32 339 98 00,32 270 40 17,sekretariat.2us.gliwice@mf.gov.pl,2413,www.slaskie.kas.gov.pl/drugi-urzad-skarbowy-w-gliwicach
śląskie,US,Urząd Skarbowy w Jastrzębiu-Zdroju,44-335,Jastrzębie-Zdrój,11 Listopada ,13,Jastrzębie-Zdrój,32 707-73-00,32 707-73-99,sekretariat.us.jastrzebie-zdroj@mf.gov.pl,2414,www.slaskie.kas.gov.pl/urzad-skarbowy-w-jastrzebiu-zdroju
śląskie,US,Urząd Skarbowy w Jaworznie,43-600,Jaworzno,Grunwaldzka,274A,Jaworzno,"32 616 54 94, 32 616 80 20, 32 616 80 36, 32 616 80 52, 32 616 80 74, 32 616 80 90",32 616 35 99,sekretariat.us.jaworzno@mf.gov.pl,2415,www.slaskie.kas.gov.pl/urzad-skarbowy-w-jaworznie
śląskie,US,Pierwszy Urząd Skarbowy w Katowicach,40-063,Katowice,Żwirki i Wigury ,17,Katowice,32 359 72 00,-,sekretariat.1us.katowice@mf.gov.pl,2416,www.slaskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-katowicach
śląskie,US,Drugi Urząd Skarbowy w Katowicach,40-282,Katowice,Ignacego Paderewskiego ,32B,Katowice,"32 358 16 00, 32 358 17 00",32 358 17 51,sekretariat.2us.katowice@mf.gov.pl,2417,www.slaskie.kas.gov.pl/drugi-urzad-skarbowy-w-katowicach
śląskie,US,Urząd Skarbowy w Kłobucku,42-100,Kłobuck,Rynek im. Jana Pawła II ,13,Kłobuck,34 310 08 00,34 310 08 88,sekretariat.us.klobuck@mf.gov.pl,2418,www.slaskie.kas.gov.pl/urzad-skarbowy-w-klobucku
śląskie,US,Urząd Skarbowy w Lublińcu,42-700,Lubliniec,Ignacego Paderewskiego,7B,Lubliniec,34 352 83 00,34 352 83 99,sekretariat.us.lubliniec@mf.gov.pl,2419,www.slaskie.kas.gov.pl/urzad-skarbowy-w-lublincu
śląskie,US,Urząd Skarbowy w Mikołowie,43-190,Mikołów,prof. Maksymiliana Hubera ,4,Mikołów,32 324 61 00,32 226 08 51,sekretariat.us.mikolow@mf.gov.pl,2420,www.slaskie.kas.gov.pl/urzad-skarbowy-w-mikolowie
śląskie,US,Urząd Skarbowy w Mysłowicach,41-400,Mysłowice,Adama Mickiewicza ,4,Mysłowice,32 317 23 00,"32 317 24 50, 32 317 24 10",sekretariat.us.myslowice@mf.gov.pl,2421,www.slaskie.kas.gov.pl/urzad-skarbowy-w-myslowicach
śląskie,US,Urząd Skarbowy w Myszkowie,42-300,Myszków,Kazimierza Pułaskiego,68,Myszków,34 315 15 00,34 313 18 49,sekretariat.us.myszkow@mf.gov.pl,2422,www.slaskie.kas.gov.pl/urzad-skarbowy-w-myszkowie
śląskie,US,Urząd Skarbowy w Piekarach Śląskich,41-940,Piekary Śląskie,Bytomska ,92,Piekary Śląskie,32 769 40 00,32 769 41 12,sekretariat.us.piekary.slaskie@mf.gov.pl,2423,www.slaskie.kas.gov.pl/urzad-skarbowy-w-piekarach-slaskich
śląskie,US,Urząd Skarbowy w Pszczynie,43-200,Pszczyna,3 Maja ,4,Pszczyna,32 449 22 00,32 449 22 05,sekretariat.us.pszczyna@mf.gov.pl,2424,www.slaskie.kas.gov.pl/urzad-skarbowy-w-pszczynie
śląskie,US,Urząd Skarbowy w Raciborzu,47-400,Racibórz,Michała Drzymały,32,Racibórz,"32 415 42 11, 32 415 42 12, 32 415 59 91, 32 415 29 88",32 415 20 47,sekretariat.us.raciborz@mf.gov.pl,2425,www.slaskie.kas.gov.pl/urzad-skarbowy-w-raciborzu
śląskie,US,Urząd Skarbowy w Rudzie Śląskiej,41-700,Ruda Śląska,Kokotek ,6,Ruda Śląska,32 342 04 00 ,32 342 05 08,sekretariat.us.ruda.slaska@mf.gov.pl,2426,www.slaskie.kas.gov.pl/urzad-skarbowy-w-rudzie-slaskiej
śląskie,US,Urząd Skarbowy w Rybniku,44-200,Rybnik,Pl. Armii Krajowej ,3,Rybnik,32 423 58 00,32 423 58 80,sekretariat.us.rybnik@mf.gov.pl,2427,www.slaskie.kas.gov.pl/urzad-skarbowy-w-rybniku
śląskie,US,Urząd Skarbowy w Siemianowicach Śląskich,41-100,Siemianowice Śląskie,Śląska,84,Siemianowice Śląskie,32 766 08 70,32 766 85 85,sekretariat.us.siemianowice.slaskie@mf.gov.pl,2428,www.slaskie.kas.gov.pl/urzad-skarbowy-w-siemianowicach-slaskich
śląskie,US,Urząd Skarbowy w Sosnowcu,41-200,Sosnowiec,3 Maja ,20,Sosnowiec,32 368 86 00,32 266 86 49,sekretariat.us.sosnowiec@mf.gov.pl,2429,www.slaskie.kas.gov.pl/urzad-skarbowy-w-sosnowcu
śląskie,US,Urząd Skarbowy w Tarnowskich Górach,42-600,Tarnowskie Góry,Opolska ,23,Tarnowskie Góry,32 769 92 99,32 769 92 05,sekretariat.us.tarnowskie.gory@mf.gov.pl,2430,www.slaskie.kas.gov.pl/urzad-skarbowy-w-tarnowskich-gorach
śląskie,US,Urząd Skarbowy w Tychach,43-100,Tychy,Al. Niepodległości ,60,Tychy,32 325 11 00,32 325 11 59,sekretariat.us.tychy@mf.gov.pl,2431,www.slaskie.kas.gov.pl/urzad-skarbowy-w-tychach
śląskie,US,Urząd Skarbowy w Wodzisławiu Śląskim,44-300,Wodzisław Śląski,Bartosza Głowackiego ,4,Wodzisław Śląski,32 455 31 53,32 455 48 14,sekretariat.us.wodzislaw.slaski@mf.gov.pl,2432,www.slaskie.kas.gov.pl/urzad-skarbowy-w-wodzislawiu-slaskim
śląskie,US,Urząd Skarbowy w Zabrzu,41-800,Zabrze,Bytomska ,2,Zabrze,32 277 76 00,32 277 77 41,sekretariat.us.zabrze@mf.gov.pl,2433,www.slaskie.kas.gov.pl/urzad-skarbowy-w-zabrzu
śląskie,US,Urząd Skarbowy w Zawierciu,42-400,Zawiercie,Leśna ,8,Zawiercie,"32 672 27 05, 32 744-93-15",32 672 24 22,sekretariat.us.zawiercie@mf.gov.pl,2434,www.slaskie.kas.gov.pl/urzad-skarbowy-w-zawierciu
śląskie,US,Urząd Skarbowy w Żorach,44-240,Żory,Wodzisławska ,1,Żory,32 478 85 30,32 478 85 31,sekretariat.us.zory@mf.gov.pl,2435,www.slaskie.kas.gov.pl/urzad-skarbowy-w-zorach
śląskie,US,Urząd Skarbowy w Żywcu,34-300,Żywiec,Zygmunta Krasińskiego,11,Żywiec,33 865 13 00,33 861 39 85,sekretariat.us.zywiec@mf.gov.pl,2436,www.slaskie.kas.gov.pl/urzad-skarbowy-w-zywcu
śląskie,WUS,Pierwszy Śląski Urząd Skarbowy w Sosnowcu,41-219,Sosnowiec,Braci Mieroszewskich ,97,Sosnowiec,32 786 11 00,32 786 12 05,sekretariat.1sl.us.sosnowiec@mf.gov.pl,2471,www.slaskie.kas.gov.pl/pierwszy-slaski-urzad-skarbowy-w-sosnowcu
śląskie,WUS,"Drugi Śląski Urząd Skarbowy 
w Bielsku-Białej",43-300,Bielsko-Biała,Warszawska ,45,Bielsko-Biała,33 499 84 00,33 499 84 01,sekretariat.2sl.us.bielsko-biala@mf.gov.pl,2472,www.slaskie.kas.gov.pl/drugi-slaski-urzad-skarbowy-w-bielsku-bialej
śląskie,UCS,Śląski Urząd Celno-Skarbowy w Katowicach,40-136,Katowice,Słoneczna,34,Katowice,"32 358 72 02, 32 358 72 03",32 258 84 86 ,sekretariat.UCS.katowice@mf.gov.pl,338000,www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
śląskie,OC,Oddział Celny w Tychach,43-100,Tychy,Fabryczna ,2,Tychy,"32 217 74 56, 32 217 70 81",32 217 77 30,sekretariat.OC.tychy@mf.gov.pl,331020,www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
śląskie,OC,Oddział Celny w Sławkowie,41-260,Sławków,Groniec ,1,Sławków,"32 714 25 01,            32 293 18 97",32 293 18 97,sekretariat.OC.slawkow@mf.gov.pl,331030,www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
śląskie,OC,Oddział Celny Towarowy Port Lotniczy Katowice-Pyrzowice,42-625,Ożarowice,Wolności ,90,Pyrzowice,32 284 50 22,32 284 50 12,sekretariat.OC.pyrzowice-towarowy@mf.gov.pl,331040,www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
śląskie,OC,Oddział Celny Osobowy Port Lotniczy Katowice-Pyrzowice,42-625,Ożarowice,Wolności ,90,Pyrzowice,"32 392 71 58,,32 392 72 26",-,sekretariat.OC.pyrzowice-osobowy@mf.gov.pl,331050,www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
śląskie,OC,Oddział Celny w Gliwicach,44-102,Gliwice,Portowa ,28,Gliwice,32 330 58 20,32 330 58 33,sekretariat.OC.gliwice@mf.gov.pl,332010,www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
śląskie,OC,Oddział Celny Pocztowy w Zabrzu,41-850,Zabrze,Macieja Mielżyńskiego ,5,Zabrze,32 718 70 75,,sekretariat.OC.zabrze@mf.gov.pl,332040,www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
śląskie,OC,Oddział Celny w Częstochowie,42-200,Częstochowa,Koksowa,11,Częstochowa,34 361 88 17,34 361 94 08,sekretariat.OC.czestochowa@mf.gov.pl,333010,www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
śląskie,OC,Oddział Celny w Czechowicach-Dziedzicach,43-502,Czechowice-Dziedzice,Mazańcowicka ,70,Czechowice-Dziedzice,32 214 72 80,32 214 72 99,sekretariat.OC.czechowice-dziedzice@mf.gov.pl,335010,www.slaskie.kas.gov.pl/slaski-urzad-celno-skarbowy-w-katowicach
śląskie,KIS,Krajowa Informacja Skarbowa,43-300,Bielsko- Biała,Warszawska,5,Bielsko- Biała,33 472 79 00,33 472 79 04,kancelaria.kis@mf.gov.pl,0110,www.kis.gov.pl
śląskie,KIS,Delegatura Krajowej Informacji Skarbowej w Bielsku Białej,43-300,Bielsko-Biała,Romualda Traugutta ,2A,Bielsko-Biała,33 485 34 00,-,kis.bielsko-biala@mf.gov.pl,0111,www.kis.gov.pl
świętokrzyskie,IAS,Izba Administracji Skarbowej w Kielcach,25-324,Kielce,Sandomierska,105,Kielce,(41) 36-42-613,(41) 36-42-615,ias.kielce@mf.gov.pl ,2601,www.swietokrzyskie.kas.gov.pl
świętokrzyskie,US,Urząd Skarbowy w Busku-Zdroju,28-100,Busko-Zdrój,Parkowa ,17,Busko-Zdrój,(41) 378-51-50,(41) 378-51-55,us.busko-zdroj@mf.gov.pl ,2602,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-busku-zdroju
świętokrzyskie,US,Urząd Skarbowy w Jędrzejowie,28-300,Jędrzejów,11 Listopada ,33,Jędrzejów,(41) 385-48-05,(41) 386-24-43,us.jedrzejow@mf.gov.pl ,2603,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-jedrzejowie
świętokrzyskie,US,Pierwszy Urząd Skarbowy w Kielcach ,25-661,Kielce,Wróbla ,17,Kielce,(41) 365-71-14,(41) 345-58-49,1us.kielce@mf.gov.pl ,2604,www.swietokrzyskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-kielcach
świętokrzyskie,US,Drugi Urząd Skarbowy w Kielcach,25-647,Kielce,Częstochowska ,20,Kielce,(41) 364-72-03,(41) 364-72-50,2us.kielce@mf.gov.pl ,2605,www.swietokrzyskie.kas.gov.pl/drugi-urzad-skarbowy-w-kielcach
świętokrzyskie,US,Urząd Skarbowy w Końskich,26-200,Końskie,Marszałka Piłsudskiego ,156B,Końskie,(41) 372-57-71,(41) 372-33-34,us.konskie@mf.gov.pl ,2606,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-konskich
