amenity,capacity,email,name,official_name,opening_hours,operator,operator:type,operator:website,phone,website,wheelchair
childcare,14,kontakt@klubmaluchazabawa.pl,Klub Malucha Zabawa,Klub Malucha Zabawa,Mo-Fr 07:00-17:00,Bismar Marlena Biskup,,https://www.klubmaluchazabawa.pl/,+48 515 281 248,https://www.klubmaluchazabawa.pl,no
childcare,25,biuro@zakateksloneczny.pl,Klub dziecięcy Słoneczny Zakątek,"Klub dziecięcy ""Słoneczny Zakątek""",Mo-Fr 6:30-17:30,Anna Madura-Skitek,,www.zakateksloneczny.pl,+48 791 966 632,https://www.zakateksloneczny.pl,yes
childcare,20,biuro@przedszkolebanino.pl,Klub Dziecięcy Integracyjny,Klub Dziecięcy Integracyjny,Mo-Fr 06:30-17:30,Pomorskie Centrum Edukacji spółka z ograniczoną odpowiedzialnością,,,+48 691 355 365,https://www.zlobekbanino.pl,yes
kindergarten,16,biuro@domowy-zlobek.pl,Domowy Żłobek,Domowy Żłobek,Mo-Fr 5:30-16:00,Magdalena Gajda Domowy Żłobek,,https://www.facebook.com/domowyzlobek,+48 794 150 828,https://www.facebook.com/domowyzlobek,yes
kindergarten,25,kontakt@smyk.club,Żłobek SMYK,Żłobek SMYK,Mo-Fr 07:00-17:00,Żłobek Smyk Magdalena Marciniak,,http://smyk.club,+48 797 110 599,https://www.smyk.club,no
childcare,25,asiamazur234@gmail.com,KLUB MAŁEJ PSZCZÓŁKI II Joanna Majdzińska,KLUB MAŁEJ PSZCZÓŁKI II Joanna Majdzińska,Mo-Fr 7:00-16:15,Klub małej pszczółki joanna majdzińska,,,+48 665 897 488,https://,no
kindergarten,22,poczta@zlobek.swiebodzice.pl,Żłobek Miejski nr 1,Żłobek Miejski nr 1,,Gmina Świebodzice,public,www.swiebodzice.pl,+48 746 669 643,https://www.zlobek.swiebodzice.pl,no
kindergarten,15,zlobek.rudno@rudno.home.pl,Żłobek Heniek,"Żłobek ""Heniek""",Mo-Fr 6:30-16:30,Gmina Pelplin,public,www.pelplin.pl,+48 585 361 107,https://,no
kindergarten,43,biuro@lenkowobaby.pl,"LENKOWO baby S.C. Wioletta Kotarba-Kolber, Piotr Kolber","LENKOWO baby S.C. Wioletta Kotarba-Kolber, Piotr Kolber",Mo-Fr 07:00-18:00,"LENKOWO baby s.c. Wioletta Kotarba-Kolber, Piotr Kolber",private,www.lenkowobaby.pl,+48 533 544 553,https://www.lenkowobaby.pl,yes
kindergarten,60,zespolzikdz.gora@gmail.com,Zespół Żłobek i Klub Dziecięcy w Górze,Zespół Żłobek i Klub Dziecięcy w Górze,Mo-Fr 6:30-16:30,Gmina Góra,public,www.gora.com.pl,+48 655 174 500,https://zzikd.pcdn.edu.pl,yes
childcare,15,tecza.filia@interia.pl,Klub Dziecięcy Tęcza,Klub Dziecięcy Tęcza,Mo-Fr 7:00-16:00,Tęcza Agnieszka Bugajska Anna Chełmecka s.c.,,,+48 570 081 414,https://www.tegoborze.ziptecza.pl,yes
kindergarten,45,zlobeknt@pozytywnegorozwoju.pl,Żłobek Pozytywnego Rozwoju,Żłobek Pozytywnego Rozwoju,Mo-Fr 07:00-17:00,Fundacja Pozytywnego Rozwoju,,www.pozytywnegorozwoju.pl,+48 699 843 406,https://www.pozytywnegorozwoju.pl,no
childcare,30,zespolzikdz.gora@gmail.com,Zespół Żłobek i Klub Dziecięcy w Górze,Zespół Żłobek i Klub Dziecięcy w Górze,Mo-Fr 06:30-16:30,Gmina Góra,public,www.gora.com.pl,+48 655 174 500,https://zzikd.pcdn.edu.pl,yes
kindergarten,93,swietochlowice@btk-integracja.pl,Tęczowa Kraina,Tęczowa Kraina,Mo-Fr 6:00-17:00,MARGON Mariola Kocjan Sp. z o.o.,,www.marko-bajkowakraina.pl,+48 791 933 449,https://www.marko-bajkowakraina.pl,yes
kindergarten,22,zzatorska@o2.pl,Żłobek Happy Days,Żłobek Happy Days,Mo-Fr 6:30-16:00,Żłobek Happy Days Zofia Zatorska,,,+48 504 483 378,https://,yes
kindergarten,41,biuro@fundacja-kultury.eu,Niepubliczny Żłobek Maluszkowo,"Niepubliczny Żłobek ""Maluszkowo""",Mo-Fr 06:30-17:00,Europejska Fundacja Kultury,private,www.fundacja-kultury.eu,+48 888 406 075,https://www.facebook.com/MaluszkowoZlobek/,yes
kindergarten,54,biuro@maluszkowo.com.pl,Żłobek Maluszkowo,Żłobek Maluszkowo,Mo-Fr 06:30-17:30,A2 Sp. z o. o.,,,+48 509 555 440,https://www.maluszkowo.com.pl,yes
kindergarten,25,przedszkole@wesolanutka.info,Żłobek niepubliczny 'Wesoła Nutka,"Żłobek niepubliczny 'Wesoła Nutka""",Mo-Fr 6:30-17:00,Aneta Gajowa,private,brak,+48 793 100 808,https://brak,no
kindergarten,25,bukowskamucha@tlen.pl,żłobek Mikołajek Ramona Bukowska,żłobek Mikołajek Ramona Bukowska,Mo-Fr 6:30-17:00,żłobek Mikołajek Ramona Bukowska,private,www.waszeprzedszkole.pl,+48 502 502 024,https://www.waszeprzedszkole.pl,no
kindergarten,19,ursus@happycentre.pl,Niebubliczny Żłobek Akademia Małych Smoków,Niebubliczny Żłobek Akademia Małych Smoków,Mo-Fr 07:00-18:00,HAPPY CENTRE S.C. Agnieszka Gościniewicz-Niewiarowska i Andrzej Niewiarowski,,http://www.happycentre.pl/kontakt,+48 223 949 898,https://,no
kindergarten,18,bielany@happycentre.pl,Niepubliczny Żłobek Akademia Małych Smoków,Niepubliczny Żłobek Akademia Małych Smoków,Mo-Sa 07:00-18:00,HAPPY CENTRE S.C. Agnieszka Gościniewicz-Niewiarowska i Andrzej Niewiarowski,private,http://www.happycentre.pl/kontakt,+48 224 233 434,http://www.happycentre.pl/kontakt,no
kindergarten,35,a.plusa@g.pl,Niepubliczny Tęczowy Żłobek,Niepubliczny Tęczowy Żłobek,Mo-Fr 6:30-17:00,Niepubliczne Tęczowe Przedszkole Agnieszka Płusa,private,www.przedszkole-teczowe.pl,+48 691 519 555,https://www.przedszkole-teczowe.pl,yes
kindergarten,17,info@pluszowydomek.pl,Niepubliczny Żłobek Pluszowy Domek,Niepubliczny Żłobek Pluszowy Domek,,Pluszowy Domek Luiza Nowakowska,private,www.pluszowydomek.pl,+48 604 645 377,https://www.pluszowydomek.pl,yes
kindergarten,42,biuro@kubusiprzyjaciele.pl,Żłobek Kubuś i Przyjaciele,Żłobek Kubuś i Przyjaciele,Mo-Fr 07:00-18:00,Dawid Baranowski Securedyne Systems,,www.kubusiprzyjaciele.eu,+48 693 641 124,https://www.kubusiprzyjaciele.eu,yes
kindergarten,12,radosnymaluch@onet.pl,Niepubliczny Żłobek Radosny Maluch,"Niepubliczny Żłobek ""Radosny Maluch""",Mo-Su 6:30-17:30,Centrum Rozwoju Dziecka Marlena Binkowska,private,,+48 669 547 743,https://,yes
kindergarten,16,funfleklubmalucha@gmail.com,Funfle Klub Malucha,Funfle Klub Malucha,Mo-Fr 07:00-16:30,Helena Nieruchaj,,,+48 730 912 632,https://www.facebook.com/profile.php?id=100063495792701,no
childcare,30,jaskowo@jaskowo.waw.pl,Klub dziecięcy Jaśkowo,Klub dziecięcy Jaśkowo,Mo-Fr 07:00-17:30,Iwona kaczmarz : 1. niepubliczne przedszkole jaśkowo 2.klubik malucha jaśkowo,,jaskowo.waw.pl,+48 696 063 850,https://www.jaskowo.waw.pl,yes
kindergarten,10,info@pluszowydomek.pl,Niepubliczny Żłobek Pluszowy Domek,Niepubliczny Żłobek Pluszowy Domek,,Pluszowy Domek Luiza Nowakowska,private,www.pluszowydomek.pl,+48 604 645 377,https://www.pluszowydomek.pl,yes
kindergarten,50,biuro@lesny-skrzat.pl,Leśny Skrzat,Leśny Skrzat,Mo-Fr 06:30-17:00,Leśny Skrzat Sp. z o.o.,,www.lesny-skrzat.pl,+48 717 183 833,https://www.lesny-skrzat.pl,yes
kindergarten,24,zlobektalenciakilublin@gmail.com,Żłobek Talenciaki,Żłobek Talenciaki,Mo-Fr 06:45-17:00,Psycholog magdalena prażmo psychoterapia i regresing ®,,zlobektalenciakilublin.pl,+48 668 042 903,https://zlobektalenciakilublin.pl,no
kindergarten,22,strumyk@strumyk.lublin.pl,Żłobek STRUMYK w Lublinie,Żłobek STRUMYK w Lublinie,Mo-Fr 07:00-17:00,WIESŁAW ROŻEK Strumyk Edukacja i Opieka,,brak,+48 691 866 474,https://strumyk.lublin.pl,yes
kindergarten,20,biuro@radosnemaluchy.com.pl,Niepubliczny Żłobek Radosne Maluchy,Niepubliczny Żłobek Radosne Maluchy,Mo-Fr 06:30-16:30,Plastic Technologie Piotr Walenczak,private,,+48 504 870 969,https://,no
kindergarten,75,andzelika.rezmer@gmail.com,Żłobek HopKids Nr1,Żłobek HopKids Nr1,Mo-Fr 07:00-17:00,HopKids Edukacja  Andżelika Rezmer,,www.hopkids.pl,+48 530 751 616,https://www.hopkids.pl,no
kindergarten,25,junior-legnica@tlen.pl,Żłobek Ślimaczek,Żłobek Ślimaczek,Mo-Fr 06:30-18:00,Ślimaczek Spółka z ograniczoną odpowiedzialnością,,,+48 605 176 651,https://,no
kindergarten,38,prpkonradek@wp.pl,prywatne rodzinne przedszkole i żłobek konradek,PRYWATNE RODZINNE PRZEDSZKOLE I ŻŁOBEK KONRADEK,Mo-Fr 07:00-18:00,Prywatne Rodzinne Przedszkole i Żłobek Konradek Monika Kraszewska,,www.przedszkolekonradek.pl,+48 600 247 802,https://www.przedszkolekonradek.pl,no
kindergarten,48,dyrektor@gromadahuncwotow.pl,Niepubliczny Żłobek Gromada Huncwotów,Niepubliczny Żłobek Gromada Huncwotów,Mo-Fr 6:30-18:00,GINT Grzegorz Jasiński,private,www.krainaodkrywcy.pl,+48 531 834 214,https://www.gromadahuncwotow.pl,no
kindergarten,46,dorota@mediasupport.pl,Niepubliczny Żłobek Akademia Dzieci Twórczych,Niepubliczny Żłobek Akademia Dzieci Twórczych,Mo-Fr 07:00-17:30,Akademia Dzieci Twórczych Sp. z o.o.,private,www.zlobek-kobylka.pl,+48 535 126 242,https://www.zlobek-kobylka.pl,no
kindergarten,45,zlobek@zawadzkie.pl,Żłobek Publiczny w Zawadzkiem,Żłobek Publiczny w Zawadzkiem,Mo-Fr 6:00-16:00,Gmina Zawadzkie,public,,+48 774 071 740,https://,no
kindergarten,120,zm3@miasto.pruszkow.pl,Żłobek Miejski Nr 3 w Pruszkowie,Żłobek Miejski Nr 3 w Pruszkowie,,Gmina Miasto Pruszków,public,,+48 222 993 553,https://,yes
kindergarten,125,mastek12@poczta.onet.pl,Niepubliczny Żłobek Bajkowe Ludki,"Niepubliczny Żłobek ""Bajkowe Ludki""",Mo-Fr 06:00-18:00,Marta Solarska-Kasprzyk,private,zlobek-przedszkole.eu,+48 505 068 224,https://zlobek-przedszkole.eu,yes
kindergarten,28,zlobek.stacyjkowo@wp.pl,Niepubliczny żłobek stacyjkowo katarzyna górniak,NIEPUBLICZNY ŻŁOBEK STACYJKOWO KATARZYNA GÓRNIAK,Mo-Fr 07:00-17:30,Niepubliczny żłobek stacyjkowo katarzyna górniak,private,www.stacyjkowo.eu,+48 666 180 970,https://www.stacyjkowo.eu,no
kindergarten,40,widzimisiedladzieci@o2.pl,WidziMisie,WidziMisie,Mo-Fr 7:00-17:00,WidziMisie Żłobek i Klub Malucha Agnieszka Ciechanowska,,widzimisiedladzieci.pl,+48 506 176 041,https://widzimisiedladzieci.com.pl,no
kindergarten,28,zlobek.pszczyna@maligiganci.eu,Little Giants - Mali Giganci,Little Giants - Mali Giganci,Mo-Fr 06:00-17:30,DG & JG Sp. z o. o.,,www.maligiganici.eu,+48 500 327 460,https://www.maligiganci.eu,yes
kindergarten,37,zlobek_gizycko@wp.pl,Żłobek Małe Misie,Żłobek Małe Misie,Mo-Fr 6:30-16:30,"Centrum edukacji, zabawy i rozwoju dzieci Małe Misie Magdalena Gajewska",,www.zlobekgizycko.pl,+48 506 090 921,http://zlobekgizycko.pl,yes
kindergarten,25,rockersik.jss@wp.pl,Żłobek Rockersik w Jarocinie,"Żłobek ""Rockersik"" w Jarocinie",Mo-Fr 07:00-17:00,Jarocińska Spółdzielnia Socjalna,,,+48 730 328 000,https://,no
kindergarten,36,kontakt@krakowminimini.pl,Żłobek Mini Mini,Żłobek Mini Mini,Mo-Sa 06:30-18:00,Mini Mini Żłobki i Przedszkola Katarzyna Cybruch  Spółka Jawna,,krakowminimini.pl,+48 794 394 894,https://krakowminimini.pl,yes
kindergarten,20,biuro@szczecinmontessori.pl,Niepubliczny Żłobek Montessori,Niepubliczny Żłobek Montessori,Mo-Fr 7:00-17:00,Bonum sp. z o.o.,private,www.szczecinmontessori.pl,+48 501 303 015,https://www.szczecinmontessori.pl,no
childcare,20,biuro@przedszkole-ekoraj.pl,Klub Malucha Ekoraj,Klub Malucha Ekoraj,Mo-Fr 7:00-17:00,Violex Violetta Rychlinska,,biuro@przedszkole-ekoraj.pl,+48 798 545 167,https://www.przedszkole-ekoraj.pl,yes
childcare,25,klub.akademiamisia@gmail.com,Klub Malucha Akademia Misia,Klub Malucha Akademia Misia,Mo-Fr 07:00-17:00,Katarzyna Wojtas,,-,+48 531 646 026,https://-,no
kindergarten,15,kotekmamrotek1@gmail.com,Żłobek Kotek Mamrotek,Żłobek Kotek Mamrotek,Mo-Fr 6:30-17:00,Punkt opieki Kotek Mamrotek Martyna Klaus-Kowalska,,kotekmamrotek.pl,+48 504 904 016,https://kotekmamrotek.pl,no
kindergarten,20,tuptus.osiekwielki@tlen.pl,Żłobek TUPTUŚ Karina Kurlapska,Żłobek TUPTUŚ Karina Kurlapska,,Karina Kurlapska,,osiekwielki.zlobektuptus.pl,+48 882 317 828,https://,no
kindergarten,15,krystyna.f.gd@op.pl,Prywatny Żłobek Żagielek,"Prywatny Żłobek ""Żagielek""",Mo-Fr 06:00-18:30,Krystyna Faleńska,private,,+48 507 154 228,https://www.zlobek-zagielek.pl,no
childcare,24,klubmalucha@wse.edu.pl,Elastyczny Klub Malucha,Elastyczny Klub Malucha,Mo-Fr 06:45-17:30,Wyższa Szkoła Ekonomiczna w Białymstoku,,www.wse.edu.pl,+48 606 620 555,https://www.klubmalucha.szkolnastrona.pl,no
kindergarten,53,dyrektor@ptasizakatek.pl,Niepubliczny Żłobek Ptasi Zakątek,Niepubliczny Żłobek Ptasi Zakątek,Mo-Fr 6:30-17:30,GINT Grzegorz Jasiński,private,www.krainaodkrywcy.pl,+48 533 842 857,https://www.ptasizakatek.pl,no
kindergarten,23,samodobrozachodnia@gmail.com,Żłobek NIepubliczny SAMO DOBRO,Żłobek NIepubliczny SAMO DOBRO,Mo-Fr 06:30-17:00,Przedsiębiorstwo Handlowo- Usługowe SELMAG MAgdalena Milewska,private,www.samodobro.edu.pl,+48 570 755 517,https://www.samodobro.edu.pl,no
childcare,20,puchatekprzedszkole@wp.pl,Niepubliczny Klub Dziecięcy Puchatek,Niepubliczny Klub Dziecięcy Puchatek,Mo-Fr 6:00-18:00,Niepubliczne Przedszkole Artystyczno- Językowe Puchatek Elżbieta Muszyńska,private,www.przedszkole-puchatka.pl,+48 510 105 119,https://www.przedszkole-puchatka.pl,no
kindergarten,65,zlobek@pluszak-buk.pl,Żłobek Pluszak Tomasz Strzelewicz,"Żłobek ""Pluszak"" Tomasz Strzelewicz",Mo-Fr 06:30-17:00,Żłobek Pluszak Tomasz Strzelewicz,,www.pluszak-buk.pl,+48 693 411 950,https://www.pluszak-buk.pl,yes
kindergarten,24,kontakt@zlobek-przedszkole.pl,Niepubliczny Żłobek Dom Rozwoju Malucha Tuli Luli,"Niepubliczny Żłobek Dom Rozwoju Malucha ""Tuli Luli""",Mo-Fr 06:30-16:30,Hanna Wasiak Dom Rozwoju Malucha Promyczek,private,www.zlobek-przedszkole.pl,+48 664 229 770,https://zlobek-przedszkole.pl,no
kindergarten,34,BIURO@CENTRUMCOGITO.PL,Żłobek Cogito,Żłobek Cogito,Mo-Fr 06:30-17:00,Centrum rozwoju i edukacji cogito sp. z o.o.,,WWW.CENTRUMCOGITO.PL,+48 693 352 379,https://WWW.CENTRUMCOGITO.PL,yes
childcare,15,swiatmalegoodkrywcy@gmail.com,Świat Małego Odkrywcy Aleksandra Bujak-Bańczerowska,Świat Małego Odkrywcy Aleksandra Bujak-Bańczerowska,Mo-Fr 6:30-17:00,Świat Małego Odkrywcy Aleksandra Bujak- Bańczerowska,,,+48 783 050 161,https://,no
kindergarten,78,sekretariat@przedszkole-happykids.pl,Żłobek Happy Kids,"Żłobek ""Happy Kids""",Mo-Fr 6:30-17:00,Sara Froś HAPPY KIDS,,www.zlobek-happykids.pl,+48 500 506 900,https://www.przedszkole-happykids.pl,yes
kindergarten,75,legnicka@zlobekelfiki.pl,Elfiki,Elfiki,Mo-Fr 6:30-17:30,Żłobki Elfiki Warzywoda sp. k.,,zlobekelfiki.pl,+48 575 989 441,https://zlobekelfiki.pl,yes
kindergarten,48,madz-ia90@o2.pl,Tęczowa Kraina,Tęczowa Kraina,Mo-Fr 6:00-18:00,Rafał Majka,,http://www.teczowakraina.org,+48 785 265 119,http://www.teczowakraina.org,no
kindergarten,47,aleksandra.rogoza-piekarska@kids-co.pl,Niepubliczny Dwujęzyczny Żłobek KiDS&Co,Niepubliczny Dwujęzyczny Żłobek KiDS&Co,Mo-Fr 7:30-18:00,Centrum Rozwoju Dziecka Sp. z o.o.,private,www.kids-co.pl,+48 795 618 000,https://www.kids-co.pl,no
kindergarten,16,kontakt@skarbmaluchapolice.pl,Żłobek Skarb Malucha Słowiańska 11,"Żłobek ""Skarb Malucha"" Słowiańska 11",Mo-Fr 06:00-17:00,Żłobek Skarb Malucha Katarzyna Wojcińska,,www.skarbmaluchapolice.pl,+48 501 877 807,https://www.skarbmaluchapolice.pl,no
childcare,15,opieka@umargolci.pl,Klub Maluszka U Margolci,Klub Maluszka U Margolci,Mo-Fr 7:00-17:00,Solution Joanna Świątek,,www.umargolci.pl,,https://www.umargolci.pl,no
kindergarten,120,opole.plomyczki@gmail.com,Żłobek Niepubliczny Płomyczki,"Żłobek Niepubliczny ""Płomyczki""",Mo-Fr 06:00-17:30,PŁOMYCZKI Usługi opiekuńcze i edukacyjne Spółka z ograniczoną odpowiedzialnością,private,zlobekplomyczki.pl,+48 533 558 043,https://zlobekplomyczki.pl,yes
kindergarten,72,zlobek@siemiatycze.eu,Żłobek Miejski,Żłobek Miejski,Mo-Fr 6:30-16:30,Miasto Siemiatycze,public,www.siemiatycze.eu,+48 856 552 157,https://,yes
kindergarten,57,zespol.lutynia@op.pl,Żłobek Publiczny w Lutyni,Żłobek Publiczny w Lutyni,Mo-Fr 6:30-17:00,Gmina Miękinia,public,,+48 717 131 293,https://,yes
childcare,25,emiliabanasik@vp.pl,Niepubliczny Klub Dziecięcy Nr 3 Nasze Skarby,"Niepubliczny Klub Dziecięcy Nr 3 ""Nasze Skarby""",Mo-Fr 7:00-18:00,Nasze Skarby Emilia Banasik,private,,+48 668 322 850,https://,no
kindergarten,15,biuro@naszdomek.com,Niepubliczny Żłobek Integracyjny Nasz Domek,"Niepubliczny Żłobek Integracyjny ""Nasz Domek""",Mo-Fr 7:00-17:00,"Chrześcijańska spółdzielnia socjalna ,,nasz domek",private,http://www.naszdomek.com/,+48 510 255 986,http://www.naszdomek.com/,no
kindergarten,20,biuroskrzata@wp.pl,Żłobek Akademii Przed - Szkolnej Skrzat,Żłobek Akademii Przed - Szkolnej Skrzat,Mo-Fr 6:30-16:30,Elżbieta Kula - Przybytek,,skrzat.neotrix.pl,+48 501 128 659,https://www.skrzat.neotrix.pl,no
kindergarten,25,zmsc@sosnowiec.edu.pl,"Żłobek Oddział nr 2 (Zespół Żłobka i Klubów Dziecięcych siedziba : ul. B.Prusa 253A, Sosnowiec)","Żłobek Oddział nr 2 (Zespół Żłobka i Klubów Dziecięcych siedziba : ul. B.Prusa 253A, Sosnowiec)",Mo-Fr 6:00-17:00,Gmina Sosnowiec,public,www.sosnowiec.pl,+48 322 923 920,http://www.zlobekmiejski.sosnowiec.pl,no
kindergarten,100,zmsc@sosnowiec.edu.pl,"Żłobek Oddział nr 4 (Zespół Żłobka i Klubów Dziecięcych siedziba : ul.B.Prusa 253A, Sosnowiec)","Żłobek Oddział nr 4 (Zespół Żłobka i Klubów Dziecięcych siedziba : ul.B.Prusa 253A, Sosnowiec)",Mo-Fr 6:00-17:00,Gmina Sosnowiec,public,www.sosnowiec.pl,+48 322 912 413,http://www.zlobekmiejski.sosnowiec.pl,no
kindergarten,65,zmsc@sosnowiec.edu.pl,"Żłobek Oddział nr 5 (Zespół Żłobka i Klubów Dziecięcych siedziba : ul. B.Prusa 253A, Sosnowiec)","Żłobek Oddział nr 5 (Zespół Żłobka i Klubów Dziecięcych siedziba : ul. B.Prusa 253A, Sosnowiec)",Mo-Fr 6:00-17:00,Gmina Sosnowiec,public,www.sosnowiec.pl,,http://www.zlobekmiejski.sosnowiec.pl,no
kindergarten,40,zmsc@sosnowiec.edu.pl,"Żłobek Oddział nr 6 (Zespół Żłobka i Klubów Dziecięcych siedziba : ul.B.Prusa 253A, Sosnowiec)","Żłobek Oddział nr 6 (Zespół Żłobka i Klubów Dziecięcych siedziba : ul.B.Prusa 253A, Sosnowiec)",Mo-Fr 6:00-17:00,Gmina Sosnowiec,public,www.sosnowiec.pl,,http://www.zlobekmiejski.sosnowiec.pl,no
childcare,26,happychildren@wp.pl,Niepubliczne Przedszkole HAPPY CHILDREN Magdalena Stromska,Niepubliczne Przedszkole HAPPY CHILDREN Magdalena Stromska,Mo-Fr 06:30-17:30,magdalena stromska,private,www.happychildren@wp.pl,+48 503 421 340,https://www.happychildren.pl,yes
kindergarten,51,zmsc@sosnowiec.edu.pl,"Żłobek Oddział nr 3 (Zespół Żłobka i Klubów Dziecięcych siedziba : ul. B.Prusa 253A, Sosnowiec)","Żłobek Oddział nr 3 (Zespół Żłobka i Klubów Dziecięcych siedziba : ul. B.Prusa 253A, Sosnowiec)",Mo-Fr 6:00-17:00,Gmina Sosnowiec,public,www.sosnowiec.pl,+48 327 537 049,http://www.zlobekmiejski.sosnowiec.pl,no
childcare,22,magpie7@wp.pl,Klub Malucha Biedroneczka,"Klub Malucha ""Biedroneczka""",Mo-Fr 5:30-16:00,Żłobek Biedroneczka Magdalena Pietrzyk,,,+48 606 210 903,https://,no
kindergarten,58,dyrektor@ojla.pl,Niepubliczny Żłobek Ojla,Niepubliczny Żłobek Ojla,Mo-Fr 6:30-18:00,GINT Grzegorz Jasiński,private,www.krainaodkrywcy.pl,+48 531 695 081,https://www.ojla.pl,no
kindergarten,29,kontakt@zlobeksielanka.pl,Żłobek Sielanka,Żłobek Sielanka,Mo-Fr 07:00-17:00,"Sielanka - Agnieszka Jurczyk, Alina Solich spółka cywilna",,www.zlobeksielanka.pl,+48 696 555 139,https://www.zlobeksielanka.pl,yes
kindergarten,28,aneta@akademiamalejpszczolki.pl,Niepubliczny Żłobek Akademia Małej Pszczółki,Niepubliczny Żłobek Akademia Małej Pszczółki,Mo-Fr 07:00-18:00,Akademia małej pszczółki aneta dąbkowska,private,,+48 509 086 094,https://www.akademiamalejpszczolki.pl,no
kindergarten,22,nibylandia2013@o2.pl,Żłobek Nibylandia,Żłobek Nibylandia,Mo-Fr 6:30-17:00,KAM Jakoniuk Katarzyna,,,+48 783 959 050,https://,no
kindergarten,59,zlobek@babycollege.edu.pl,Niepubliczny Żłobek Baby College,Niepubliczny Żłobek Baby College,Mo-Fr 7:00-17:00,Dominika Janas-Pach,private,babycollege.edu.pl,+48 531 151 131,https://www.babycollege.edu.pl,no
kindergarten,120,zlobeknr1@pruszcz-gdanski.pl,Miejski Żłobek Nr 1 Króla Maciusia Filia Nr 1,"Miejski Żłobek Nr 1 ""Króla Maciusia"" Filia Nr 1",Mo-Fr 06:00-17:00,Gmina Miejska Pruszcz Gdański,public,www.pruszcz-gdanski.pl,+48 517 723 017,https://www.zlobekkrolmacius.pl,yes
kindergarten,20,zlobek4@onet.pl,Żłobek Wesołe Skrzaty Agata Słomińska,Żłobek Wesołe Skrzaty Agata Słomińska,Mo-Fr 06:50-16:30,Żłobek Wesołe Skrzaty Agata Słomińska,private,,+48 507 725 687,https://,no
kindergarten,34,gosia.lacheta@interia.pl,Niepubliczny żłobek misiaczek,"NIEPUBLICZNY ŻŁOBEK ""MISIACZEK""",Mo-Fr 6:30-16:30,Amigo małgorzata lacheta,private,,+48 512 116 886,https://,no
kindergarten,48,zlobek.piekary@wp.pl,Filia Żłobka Miejskiego w Piekarach Śląskich,Filia Żłobka Miejskiego w Piekarach Śląskich,Mo-Fr 6:00-16:30,Gmina Piekary Śląskie,public,www.piekary.pl,+48 322 883 876,https://www.zlobek.piekary.pl,yes
kindergarten,20,kontakt@tuptusie.org,Żłobek Tup Tusie,Żłobek Tup Tusie,Mo-Fr 07:00-17:00,Fundacja Tup Tusie,,www.tuptusie.org,+48 500 121 181,https://www.tuptusie.org,no
childcare,10,swiat.malucha.przedszkole@gmail.com,Niepubliczny klub dziecięcy abc świat malucha 1,NIEPUBLICZNY KLUB DZIECIĘCY ABC ŚWIAT MALUCHA 1,Mo-Fr 7:00-17:00,Klub Dziecięcy ABC Świat Malucha Ostrowska Marta,private,,+48 602 634 137,https://,no
kindergarten,24,zlobekjas@gmail.com,Żłobek Mały Jaś,"Żłobek ""Mały Jaś""",Mo-Fr 6:30-17:00,Renata Niedziółka,,,+48 519 800 895,https://,yes
kindergarten,82,boya@zlobek.katowice.pl,Oddział Żłobka Miejskiego w Katowicach,Oddział Żłobka Miejskiego w Katowicach,Mo-Fr 6:00-17:00,Gmina Katowice,public,katowice.eu,+48 511 143 713,https://www.zlobek.katowice.pl,no
kindergarten,20,I.KOLODZIEJSKA@INTERIA.PL,Niepubliczny żłobek kotek puszek iwona kołodziejska,"NIEPUBLICZNY ŻŁOBEK ""KOTEK PUSZEK"" IWONA KOŁODZIEJSKA",Mo-Fr 06:30-18:00,Niepubliczny Żłobek Kotek Puszek Iwona Kołodziejska,private,www.kotekpuszek.com.pl,+48 505 106 440,https://,no
kindergarten,32,zlobek@kacper.edu.pl,Żłobek Niepubliczny Kacper,"Żłobek Niepubliczny ""Kacper""",Mo-Fr 07:00-16:30,Agnieszka Łęcka,private,www.kacper.edu.pl,+48 602 616 861,https://www.kacper.edu.pl,yes
kindergarten,28,szkolakalkow@neostrada.pl,Żłobek w Kałkowie,Żłobek w Kałkowie,Mo-Fr 06:00-16:00,Gmina Otmuchów,public,,+48 774 357 305,https://,no
childcare,24,hippekklub@gmail.com,Klub Malucha Hippek,Klub Malucha Hippek,Mo-Fr 6:30-17:00,Marta Szurgut,,,+48 607 556 492,https://www.hippek.pl,no
kindergarten,25,kontakt@zlobekpimpus.pl,Żłobek Pimpuś,"Żłobek ""Pimpuś""",Mo-Fr 06:30-17:00,"Bogusława Fink, Paweł Mikołajczak PABO s.c.",,www.zlobekpimpus.pl,,https://www.zlobekpimpus.pl,yes
kindergarten,33,kontakt@skarbmaluchapolice.pl,Żłobek Skarb Malucha Police,"Żłobek ""Skarb Malucha"" Police",Mo-Fr 6:30-17:00,Żłobek Skarb Malucha Katarzyna Wojcińska,,www.skarbmaluchapolice.pl,+48 512 654 073,https://,no
